Code;Territoire;Commune;#hommes colloc dans commune;% de hommes de la commune dans secteur stat;#hommes colloc dans secteur stat
21019A51-;COLLEGE SAINT-MICHEL;Woluwe Saint-Pierre;581;0,044715656;25,97979591
21019A04-;EGGERICX (RUE);Woluwe Saint-Pierre;581;0,025383314;14,74770525
21019A03-;CAPITAINE PIRET (AVENUE);Woluwe Saint-Pierre;581;0,028665197;16,65447926
21019A02-;CLOS DU SOLEIL;Woluwe Saint-Pierre;581;0,007794472;4,528588278
21019A052;DON BOSCO;Woluwe Saint-Pierre;581;0,024357725;14,15183837
21019A001;CENTRE;Woluwe Saint-Pierre;581;0,038562125;22,40459464
21019A34-;EUROPE (QUARTIER DE L');Woluwe Saint-Pierre;581;0,027331932;15,87985232
21019A30-;EGLANTINES (AVENUE);Woluwe Saint-Pierre;581;0,023793652;13,82411158
21019A33-;MIMOSAS (AVENUE);Woluwe Saint-Pierre;581;0,043023435;24,99661556
21019A01-;BOULEVARD DE LA WOLUWE;Woluwe Saint-Pierre;581;0,0176914;10,27870366
21019A11-;MILLE METRES (AVENUE);Woluwe Saint-Pierre;581;0,025537152;14,83708528
21019A31-;BEMEL;Woluwe Saint-Pierre;581;0,030972771;17,99517973
21019A32-;CHANT D'OISEAU;Woluwe Saint-Pierre;581;0,062714733;36,43725963
21019A09-;WOLUWE (PARC DE);Woluwe Saint-Pierre;581;5,12794E-05;0,029793344
21019A35-;HORIZON (AVENUE);Woluwe Saint-Pierre;581;0,03630583;21,0936875
21019A28-;ETANGS MELLAERTS;Woluwe Saint-Pierre;581;0,002461412;1,430080509
21019A20-;SAINT-PAUL;Woluwe Saint-Pierre;581;0,031331727;18,20373314
21019A14-;VAL DE SEIGNEURS;Woluwe Saint-Pierre;581;0,041023537;23,83467514
21019A10-;STOCKEL;Woluwe Saint-Pierre;581;0,056407364;32,77267832
21019A21-;MANOIR;Woluwe Saint-Pierre;581;0,036767345;21,3618276
21019A40-;SAINTE-ALIX;Woluwe Saint-Pierre;581;0,07004769;40,69770781
21019A15-;KAPELLEVELD;Woluwe Saint-Pierre;581;0,037177581;21,60017435
21019A42-;SALOME AVENUE;Woluwe Saint-Pierre;581;0,028921594;16,80344598
21019A22-;PUTDAAL;Woluwe Saint-Pierre;581;0,01599918;9,295523306
21019A441;FAISANDERIE;Woluwe Saint-Pierre;581;0,010409723;6,048048818
21019A41-;CITE JOLI-BOIS;Woluwe Saint-Pierre;581;0,023998769;13,94328496
21019A43-;CORNICHE VERTE;Woluwe Saint-Pierre;581;0,012512179;7,269575919
21019A492;BOIS;Woluwe Saint-Pierre;581;5,12794E-05;0,029793344
21001C5PA;MEERVELD;Anderlecht;2370;0,001693693;4,014052622
21001C5MA;MEYLEMEERSCH;Anderlecht;2370;0,000737846;1,748696192
21001C6PB;ZONE RURALE;Anderlecht;2370;0,003672463;8,703737863
21001C6MB;MEYLEMEERSCH-EST;Anderlecht;2370;0;0
