Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Distance en km;Sum of Compte;Bxl / hors bxl logement;Lieu logement;Code postal logement;Code INS logement;Code INS Arrondissement logement
1180;UCCLE;Homme;25;1950;KRAAINEM;23099;23000;10;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;25;5000;NAMUR;92094;92000;51;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;25;7130;BINCHE;58002;58000;44;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;25;7860;LESSINES;51069;51000;38;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;25;(blank);(blank);(blank);(blank);(blank);2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;1000;BRUXELLES;21004;21000;11;4;Brussels;BRUXELLES;1000;21004;21000
1180;UCCLE;Homme;26;1030;SCHAERBEEK;21015;21000;8;2;Brussels;SCHAERBEEK;1030;21015;21000
1180;UCCLE;Homme;26;1040;ETTERBEEK;21005;21000;5;1;Brussels;ETTERBEEK;1040;21005;21000
1180;UCCLE;Homme;26;1083;GANSHOREN;21008;21000;10;1;Brussels;GANSHOREN;1083;21008;21000
1180;UCCLE;Homme;26;1160;AUDERGHEM;21002;21000;6;2;Brussels;AUDERGHEM;1160;21002;21000
1180;UCCLE;Homme;26;1170;WATERMAEL-BOITSFORT;21017;21000;4;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1180;UCCLE;Homme;26;1180;UCCLE;21016;21000;0;2;Brussels;UCCLE;1180;21016;21000
1180;UCCLE;Homme;26;1190;FOREST;21007;21000;4;1;Brussels;FOREST;1190;21007;21000
1180;UCCLE;Homme;26;1402;NIVELLES;(blank);(blank);22;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;1410;WATERLOO;25110;25000;9;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;1420;BRAINE-L'ALLEUD;25014;25000;13;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;1500;HAL;23027;23000;11;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;1700;DILBEEK;23016;23000;11;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;7850;ENGHIEN;51067;51000;30;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;26;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;27;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1180;UCCLE;Homme;27;1070;ANDERLECHT;21001;21000;6;1;Brussels;ANDERLECHT;1070;21001;21000
1180;UCCLE;Homme;27;1080;MOLENBEEK SAINT-JEAN;21012;21000;8;2;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1180;UCCLE;Homme;27;1090;JETTE;21010;21000;11;1;Brussels;JETTE;1090;21010;21000
1180;UCCLE;Homme;27;1180;UCCLE;21016;21000;0;1;Brussels;UCCLE;1180;21016;21000
1180;UCCLE;Homme;27;4970;STAVELOT;63073;63000;120;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;27;5000;NAMUR;92094;92000;51;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;27;6000;CHARLEROI;52011;52000;41;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;27;(blank);(blank);(blank);(blank);(blank);2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;28;1050;IXELLES;21009;21000;4;2;Brussels;IXELLES;1050;21009;21000
1180;UCCLE;Homme;28;1080;MOLENBEEK SAINT-JEAN;21012;21000;8;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1180;UCCLE;Homme;28;1180;UCCLE;21016;21000;0;2;Brussels;UCCLE;1180;21016;21000
1180;UCCLE;Homme;28;1470;GENAPPE;25031;25000;21;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;29;1730;ASSE;23002;23000;17;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;30;0;INCONNU;(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1180;UCCLE;Homme;30;1050;IXELLES;21009;21000;4;2;Brussels;IXELLES;1050;21009;21000
1180;UCCLE;Homme;30;1081;KOEKELBERG;21011;21000;9;1;Brussels;KOEKELBERG;1081;21011;21000
1180;UCCLE;Homme;30;1180;UCCLE;21016;21000;0;1;Brussels;UCCLE;1180;21016;21000
1180;UCCLE;Homme;31;1000;BRUXELLES;21004;21000;11;1;Brussels;BRUXELLES;1000;21004;21000
1180;UCCLE;Homme;32;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1180;UCCLE;Homme;34;1190;FOREST;21007;21000;4;1;Brussels;FOREST;1190;21007;21000
1180;UCCLE;Homme;35;1150;WOLUWE SAINT-PIERRE;21019;21000;7;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1180;UCCLE;Homme;35;1190;FOREST;21007;21000;4;1;Brussels;FOREST;1190;21007;21000
1180;UCCLE;Homme;37;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1180;UCCLE;Homme;37;1190;FOREST;21007;21000;4;1;Brussels;FOREST;1190;21007;21000
1180;UCCLE;Homme;38;1060;SAINT-GILLES;21013;21000;5;1;Brussels;SAINT-GILLES;1060;21013;21000
1180;UCCLE;Homme;38;1082;BERCHEM SAINTE-AGATHE;21003;21000;10;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1180;UCCLE;Homme;38;1150;WOLUWE SAINT-PIERRE;21019;21000;7;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1180;UCCLE;Homme;39;1180;UCCLE;21016;21000;0;1;Brussels;UCCLE;1180;21016;21000
1180;UCCLE;Homme;40;1030;SCHAERBEEK;21015;21000;8;1;Brussels;SCHAERBEEK;1030;21015;21000
1180;UCCLE;Homme;46;1190;FOREST;21007;21000;4;1;Brussels;FOREST;1190;21007;21000
1180;UCCLE;Homme;99;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Femme;18;1420;BRAINE-L'ALLEUD;25014;25000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;18;7000;MONS;53053;53000;47;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;18;7800;ATH;51004;51000;44;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;1060;SAINT-GILLES;21013;21000;2;1;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Femme;19;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Femme;19;1200;WOLUWE SAINT-LAMBERT;21018;21000;8;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1190;FOREST;Femme;19;1470;GENAPPE;25031;25000;25;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;1480;TUBIZE;25105;25000;17;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;1760;ROOSDAAL;23097;23000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;1930;ZAVENTEM;23094;23000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;4420;SAINT-NICOLAS;62093;62000;87;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;6000;CHARLEROI;52011;52000;44;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;7500;TOURNAI;57081;57000;68;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;7800;ATH;51004;51000;44;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;19;7850;ENGHIEN;51067;51000;29;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1030;SCHAERBEEK;21015;21000;7;1;Brussels;SCHAERBEEK;1030;21015;21000
1190;FOREST;Femme;20;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Femme;20;1140;EVERE;21006;21000;9;1;Brussels;EVERE;1140;21006;21000
1190;FOREST;Femme;20;1160;AUDERGHEM;21002;21000;8;1;Brussels;AUDERGHEM;1160;21002;21000
1190;FOREST;Femme;20;1200;WOLUWE SAINT-LAMBERT;21018;21000;8;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1190;FOREST;Femme;20;1300;WAVRE;25112;25000;22;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1380;LASNE;25119;25000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1420;BRAINE-L'ALLEUD;25014;25000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1460;ITTRE;25044;25000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;1630;LINKEBEEK;23100;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;4120;NEUPRE;62121;62000;88;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;4670;BLEGNY;62119;62000;99;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;5080;LA BRUYERE;92141;92000;47;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;5650;WALCOURT;93088;93000;61;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;20;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;1050;IXELLES;21009;21000;4;3;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Femme;21;1060;SAINT-GILLES;21013;21000;2;2;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Femme;21;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Femme;21;1082;BERCHEM SAINTE-AGATHE;21003;21000;6;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1190;FOREST;Femme;21;1090;JETTE;21010;21000;8;1;Brussels;JETTE;1090;21010;21000
1190;FOREST;Femme;21;1140;EVERE;21006;21000;9;1;Brussels;EVERE;1140;21006;21000
1190;FOREST;Femme;21;1170;WATERMAEL-BOITSFORT;21017;21000;7;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1190;FOREST;Femme;21;1180;UCCLE;21016;21000;4;2;Brussels;UCCLE;1180;21016;21000
1190;FOREST;Femme;21;1190;FOREST;21007;21000;0;2;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;21;1200;WOLUWE SAINT-LAMBERT;21018;21000;8;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1190;FOREST;Femme;21;1315;INCOURT;25043;25000;35;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;1410;WATERLOO;25110;25000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;1420;BRAINE-L'ALLEUD;25014;25000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;4650;HERVE;63035;63000;106;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;5000;NAMUR;92094;92000;55;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;5537;ANHEE;91005;91000;65;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;6860;LEGLISE;84033;84000;143;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;7870;LENS;53046;53000;40;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;21;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1000;BRUXELLES;21004;21000;9;1;Brussels;BRUXELLES;1000;21004;21000
1190;FOREST;Femme;22;1030;SCHAERBEEK;21015;21000;7;1;Brussels;SCHAERBEEK;1030;21015;21000
1190;FOREST;Femme;22;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Femme;22;1140;EVERE;21006;21000;9;1;Brussels;EVERE;1140;21006;21000
1190;FOREST;Femme;22;1190;FOREST;21007;21000;0;2;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;22;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;23;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1420;BRAINE-L'ALLEUD;25014;25000;16;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1435;MONT-SAINT-GUIBERT;25068;25000;29;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1460;ITTRE;25044;25000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;1620;DROGENBOS;23098;23000;3;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;6120;HAM-SUR-HEURE-NALINNES;56086;56000;55;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;7000;MONS;53053;53000;47;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;7180;SENEFFE;55085;55000;30;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;22;7640;ANTOING;57003;57000;67;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Femme;23;1070;ANDERLECHT;21001;21000;3;1;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Femme;23;1170;WATERMAEL-BOITSFORT;21017;21000;7;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1190;FOREST;Femme;23;1180;UCCLE;21016;21000;4;1;Brussels;UCCLE;1180;21016;21000
1190;FOREST;Femme;23;1190;FOREST;21007;21000;0;2;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;23;1402;NIVELLES;(blank);(blank);24;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;1410;WATERLOO;25110;25000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;1630;LINKEBEEK;23100;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;1640;RHODE-SAINT-GENESE;23101;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;1970;WEZEMBEEK-OPPEM;23103;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;6540;LOBBES;56044;56000;51;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;6810;CHINY;85007;85000;144;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;23;7830;SILLY;51068;51000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;1000;BRUXELLES;21004;21000;9;1;Brussels;BRUXELLES;1000;21004;21000
1190;FOREST;Femme;24;1060;SAINT-GILLES;21013;21000;2;1;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Femme;24;1190;FOREST;21007;21000;0;1;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;24;1390;GREZ-DOICEAU;25037;25000;27;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;3070;KORTENBERG;24055;24000;19;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;5000;NAMUR;92094;92000;55;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;6000;CHARLEROI;52011;52000;44;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;6110;MONTIGNY-LE-TILLEUL;52048;52000;49;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;24;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;25;1070;ANDERLECHT;21001;21000;3;1;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Femme;25;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Femme;25;1190;FOREST;21007;21000;0;1;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;25;4100;SERAING;62096;62000;88;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;26;7830;SILLY;51068;51000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;27;1070;ANDERLECHT;21001;21000;3;1;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Femme;27;1090;JETTE;21010;21000;8;1;Brussels;JETTE;1090;21010;21000
1190;FOREST;Femme;27;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;5;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1190;FOREST;Femme;29;1190;FOREST;21007;21000;0;1;Brussels;FOREST;1190;21007;21000
1190;FOREST;Femme;30;4000;LIEGE;62063;62000;92;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Femme;32;1082;BERCHEM SAINTE-AGATHE;21003;21000;6;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1190;FOREST;Femme;32;4000;LIEGE;62063;62000;92;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;17;1070;ANDERLECHT;21001;21000;3;1;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Homme;18;1000;BRUXELLES;21004;21000;9;1;Brussels;BRUXELLES;1000;21004;21000
1190;FOREST;Homme;18;1060;SAINT-GILLES;21013;21000;2;1;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Homme;18;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Homme;18;1082;BERCHEM SAINTE-AGATHE;21003;21000;6;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1190;FOREST;Homme;18;1180;UCCLE;21016;21000;4;3;Brussels;UCCLE;1180;21016;21000
1190;FOREST;Homme;18;1402;NIVELLES;(blank);(blank);24;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;18;1495;VILLERS-LA-VILLE;25107;25000;31;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;18;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;18;7780;COMINES-WARNETON;57097;57000;99;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;18;8500;COURTRAI;34022;34000;75;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;1000;BRUXELLES;21004;21000;9;3;Brussels;BRUXELLES;1000;21004;21000
1190;FOREST;Homme;19;1030;SCHAERBEEK;21015;21000;7;1;Brussels;SCHAERBEEK;1030;21015;21000
1190;FOREST;Homme;19;1050;IXELLES;21009;21000;4;1;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Homme;19;1060;SAINT-GILLES;21013;21000;2;4;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Homme;19;1070;ANDERLECHT;21001;21000;3;3;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Homme;19;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;3;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Homme;19;1090;JETTE;21010;21000;8;1;Brussels;JETTE;1090;21010;21000
1190;FOREST;Homme;19;1140;EVERE;21006;21000;9;1;Brussels;EVERE;1140;21006;21000
1190;FOREST;Homme;19;1180;UCCLE;21016;21000;4;2;Brussels;UCCLE;1180;21016;21000
1190;FOREST;Homme;19;1190;FOREST;21007;21000;0;1;Brussels;FOREST;1190;21007;21000
1190;FOREST;Homme;19;1650;BEERSEL;23003;23000;7;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;1700;DILBEEK;23016;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;1800;VILVORDE;23088;23000;15;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;4180;HAMOIR;61024;61000;97;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;5030;GEMBLOUX;92142;92000;40;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;6000;CHARLEROI;52011;52000;44;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;6600;BASTOGNE;82003;82000;135;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;6960;MANHAY;83055;83000;111;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;7090;BRAINE-LE-COMTE;55004;55000;25;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;19;(blank);(blank);(blank);(blank);(blank);3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1000;BRUXELLES;21004;21000;9;4;Brussels;BRUXELLES;1000;21004;21000
1190;FOREST;Homme;20;1050;IXELLES;21009;21000;4;2;Brussels;IXELLES;1050;21009;21000
1190;FOREST;Homme;20;1060;SAINT-GILLES;21013;21000;2;1;Brussels;SAINT-GILLES;1060;21013;21000
1190;FOREST;Homme;20;1070;ANDERLECHT;21001;21000;3;4;Brussels;ANDERLECHT;1070;21001;21000
1190;FOREST;Homme;20;1080;MOLENBEEK SAINT-JEAN;21012;21000;5;2;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1190;FOREST;Homme;20;1082;BERCHEM SAINTE-AGATHE;21003;21000;6;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1190;FOREST;Homme;20;1083;GANSHOREN;21008;21000;7;1;Brussels;GANSHOREN;1083;21008;21000
1190;FOREST;Homme;20;1090;JETTE;21010;21000;8;1;Brussels;JETTE;1090;21010;21000
1190;FOREST;Homme;20;1140;EVERE;21006;21000;9;1;Brussels;EVERE;1140;21006;21000
1190;FOREST;Homme;20;1180;UCCLE;21016;21000;4;2;Brussels;UCCLE;1180;21016;21000
1190;FOREST;Homme;20;1190;FOREST;21007;21000;0;2;Brussels;FOREST;1190;21007;21000
1190;FOREST;Homme;20;1300;WAVRE;25112;25000;22;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1402;NIVELLES;(blank);(blank);24;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1430;REBECQ;25123;25000;21;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1450;CHASTRE;25117;25000;33;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1490;COURT-SAINT-ETIENNE;25023;25000;27;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1500;HAL;23027;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1620;DROGENBOS;23098;23000;3;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1700;DILBEEK;23016;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1190;FOREST;Homme;20;1800;VILVORDE;23088;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
