Code;Territoire;0-4 ans femmes;0-4 ans hommes;5-9 ans femmes;5-9 ans hommes;10-14 ans femmes;10-14 ans hommes;15-19 ans femmes;15-19 ans hommes;20-24 ans femmes;20-24 ans hommes;25-29 ans femmes;25-29 ans hommes;30-34 ans femmes;30-34 ans hommes;35-39 ans femmes;35-39 ans hommes;40-44 ans femmes;40-44 ans hommes;45-49 ans femmes;45-49 ans hommes;50-54 ans femmes;50-54 ans hommes;55-59 ans femmes;55-59 ans hommes;60-64 ans femmes;60-64 ans hommes;65-69 ans femmes;65-69 ans hommes;70-74 ans femmes;70-74 ans hommes;75-79 ans femmes;75-79 ans hommes;80-84 ans femmes;80-84 ans hommes;85-89 ans femmes;85-89 ans hommes;90-94 ans femmes;90-94 ans hommes;95+ ans femmes;95+ ans hommes
21006A094;BON PASTEUR;2;4;2;2;3;1;1;1;2;2;3;2;3;2;5;3;0;5;3;2;2;5;2;2;2;2;1;2;3;2;4;2;7;3;4;1;2;1;2;0
21006A515;CARLI;3;4;4;5;4;4;3;4;4;3;3;4;4;3;3;3;0;3;4;4;4;3;3;3;2;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21006A24-;IEDER ZIJN HUIS - ZAVENTEM;3;4;4;5;4;5;6;6;3;5;3;2;3;2;3;2;0;2;4;4;4;4;3;1;3;2;2;2;1;1;1;0;1;1;1;0;0;0;0;0
21006A403;QUARTIER CICERO;4;4;3;4;3;3;2;2;2;2;4;4;5;4;5;5;0;4;3;3;3;3;3;3;2;2;2;1;2;1;2;1;1;1;1;0;0;0;0;0
21006A474;COMMUNAUTES;3;5;2;3;2;3;1;1;2;2;5;6;8;7;5;7;0;4;3;3;2;3;2;1;2;2;1;1;1;1;0;1;1;0;2;1;1;0;1;0
21006A201;HAUT-EVERE;3;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;3;3;3;2;3;2;2;2;1;1;1;1;1;1;0;1;0;0;0
21006A272;QUARTIER GROSJEAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21006A21-;HOME FAMILIAL BRABANT;2;2;2;3;3;4;4;4;5;6;3;4;2;2;2;2;0;2;4;3;5;3;5;3;3;2;4;3;3;2;3;1;2;1;0;0;0;0;0;0
21006A23-;DU BONHEUR;4;4;3;3;2;2;2;1;2;2;5;4;5;6;4;6;3;3;2;3;3;2;3;2;2;2;2;2;2;2;2;1;2;1;2;1;1;0;1;0
21006A37-;ZONE INDUSTRIELLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21006A312;J. BORDET (AVENUE DE);4;2;3;3;2;3;2;3;3;5;4;5;4;5;4;5;0;4;3;5;4;3;1;2;1;2;1;2;2;1;2;1;1;1;1;1;1;0;0;0
21006A101;CONSCIENCE;4;5;4;4;3;3;3;2;3;3;4;4;5;4;4;4;3;4;3;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0
21006A001;VIEIL EVERE;4;4;3;4;4;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;2;3;3;3;3;2;2;2;2;1;2;1;1;1;1;0;0;0;0;0
21006A414;P. DUPONT (RUE);3;3;4;3;2;3;2;2;2;2;3;3;4;4;4;4;4;4;4;4;3;3;3;4;3;2;3;2;2;2;2;1;2;1;1;1;1;0;1;0
21006A171;ANCIEN COMBATTANTS (AVENUE);4;4;4;4;2;2;3;2;3;3;4;6;7;9;4;6;0;3;2;3;2;3;2;2;3;2;2;1;1;0;0;1;1;0;0;0;0;0;0;0
21006A25-;GIBET;3;3;4;4;4;4;3;5;2;4;1;1;2;0;3;1;0;2;3;2;4;3;3;1;3;2;4;2;4;2;3;3;3;2;2;1;2;1;1;0
21006A48-;CIMETIERE BRUXELLES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21006A22-;SAINT-EXUPERY;4;4;3;3;2;2;1;2;2;2;4;2;6;5;5;5;3;3;3;3;3;3;3;2;2;2;3;2;3;2;2;2;2;1;2;1;1;0;0;0
21006A011;CENTRE;4;4;3;4;3;3;3;3;4;3;5;4;4;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;1;2;1;1;1;0;0;0;0;0;0
21006A142;ED. DEKNOOP (RUE);4;4;4;4;4;3;2;3;3;4;3;4;4;4;3;4;0;3;4;3;3;3;3;2;2;2;3;2;2;2;1;1;1;1;1;0;0;0;0;0
21006A042;KERKHOEK;4;4;4;4;4;4;3;4;4;3;3;3;4;4;5;4;0;3;3;4;3;3;3;3;3;2;2;1;1;1;1;1;0;0;1;0;0;0;0;0
21006A052;CHAMP DE REPOS;3;4;4;4;3;3;2;3;3;3;4;4;4;4;4;4;3;4;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;0;0;0;0
21006A323;GERMINAL II;3;2;3;5;5;5;6;4;4;5;2;3;2;1;3;2;0;1;4;3;5;3;4;2;4;2;4;1;2;1;1;1;1;1;1;0;1;0;0;0
21007A03-;FOYER FORESTOIS - FAMILLE;2;3;4;4;4;5;5;4;5;3;3;3;2;1;3;2;0;3;4;3;4;3;4;3;4;3;3;2;2;1;1;1;2;0;1;1;0;0;0;0
21007A252;MESSIDOR II;2;3;5;5;4;4;2;4;1;3;1;1;1;1;5;2;0;2;2;3;2;2;6;2;5;2;4;2;5;1;3;2;3;1;2;1;0;0;0;0
21007A201;ROOSENDAEL (RUE);3;3;3;3;3;2;2;2;2;2;3;3;4;3;3;4;4;3;4;3;3;2;3;2;3;3;3;2;4;2;3;1;2;1;3;1;2;1;1;0
21007A21-;MAGNANERIE;3;3;2;2;2;2;2;2;1;2;2;2;3;3;5;2;0;4;4;3;4;4;2;2;4;2;4;2;3;2;4;1;3;2;3;2;2;0;1;0
21007A291;FOREST NATIONAL - STADE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007A242;GLOBE;2;2;3;4;3;3;2;2;3;2;2;2;3;3;4;3;0;2;4;5;2;2;4;4;3;2;3;2;4;3;3;1;4;1;2;1;0;0;0;0
21007A75-;TOURNOI (RUE DU);3;3;3;3;2;2;2;2;3;3;3;3;4;4;4;4;0;4;4;4;5;3;3;3;2;2;3;1;2;2;2;1;1;1;1;1;0;0;0;0
21007A814;VILLAS - MONT KEMMEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007A111;MESSIDOR I;3;4;3;4;4;4;5;5;4;4;2;2;2;1;5;3;0;3;5;3;4;4;4;3;2;3;2;2;2;2;1;1;1;1;2;1;0;0;0;0
21007A41-;PONT DE LUTTRE-OUEST;3;5;4;2;4;3;3;2;4;3;4;4;5;5;3;5;0;4;3;3;3;3;3;4;2;2;1;1;2;1;2;1;1;1;0;1;0;0;0;0
21007A142;MONTE CARLO;3;3;3;3;2;3;3;2;3;2;4;3;3;4;4;4;0;3;3;3;3;3;3;3;3;3;3;2;3;2;2;1;2;1;1;0;0;0;0;0
21007A53-;WIELEMANS CEUPPENS;4;4;4;4;3;2;3;2;3;3;4;5;5;5;4;5;4;4;4;4;3;4;3;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
21007A50-;BERANGER;4;4;3;3;3;3;2;3;4;3;4;4;4;5;4;5;5;4;4;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0
21007A51-;CHATAIGNE;3;4;3;4;4;3;2;3;3;3;4;3;4;4;4;3;0;6;3;4;3;3;2;2;3;2;2;2;2;2;1;1;1;1;1;0;0;0;0;0
21007A552;REINE MARIE-HENRIETTE;2;4;4;3;3;4;2;4;2;3;2;1;2;4;5;4;0;4;3;5;6;5;4;1;4;4;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21007A541;LYCEE;4;3;3;4;2;3;2;2;2;2;5;5;5;5;4;5;0;5;3;4;3;3;3;2;2;3;2;2;3;2;0;1;1;0;1;0;1;0;0;0
21007A61-;MONTENEGRO (RUE);5;5;4;4;3;3;3;3;3;3;4;4;6;4;5;5;4;4;3;4;2;3;2;2;2;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0
21007A06-;KATANGA;5;4;2;4;4;3;2;3;3;3;5;5;4;3;5;5;0;4;4;4;3;4;2;3;2;2;2;2;2;1;1;1;0;1;1;0;0;0;0;0
21007A04-;FOYER FORESTOIS - MADELON;3;3;4;4;5;4;2;5;1;1;3;2;3;2;5;2;0;2;5;3;2;4;3;3;5;3;3;1;4;1;2;1;3;0;1;0;0;0;0;0
21007A00-;CENTRE SAINT-DENIS;4;4;4;4;3;4;3;3;3;3;4;4;5;4;4;5;4;4;3;5;3;4;3;3;1;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0
21007A101;BOURGOGNE;4;3;3;4;2;3;3;2;3;3;4;4;4;5;4;4;3;4;3;3;3;3;3;3;2;2;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21007A783;PARC DE FOREST;3;3;3;2;3;3;3;2;2;1;4;5;4;3;5;4;0;5;4;6;3;3;2;3;2;3;1;3;2;1;1;1;1;0;1;1;0;0;0;0
21007A373;CHARROI (RUE DE);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007A071;BOLLINCKX;4;6;5;8;4;4;2;2;2;2;4;2;5;5;7;6;0;7;4;4;2;3;1;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0
21007A70-;ALTITUDE  CENT;3;3;3;2;2;2;2;2;3;2;5;4;5;5;5;4;5;4;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0
21007A239;NEPTUNE (AVENUE) I;3;3;3;3;3;2;2;2;2;2;3;2;4;3;4;4;4;3;4;3;3;3;3;2;3;2;4;2;4;2;3;2;2;1;2;1;1;1;0;0
21007A05-;NEERSTALLE;3;4;4;3;4;4;4;5;3;4;2;2;3;3;4;3;0;4;3;4;4;5;3;4;1;2;1;1;1;1;0;0;1;1;1;0;0;0;0;0
21007A082;BEMPT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007A01-;CURE D'ARS;3;4;3;4;2;3;3;2;3;4;4;3;4;4;4;4;0;3;3;5;3;3;3;3;3;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0
21007A132;DENAYER (RUE);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007A52-;VAN VOLXEM - PETITE INDUSTRIE;5;5;5;4;4;3;3;2;3;2;4;3;7;5;6;4;0;5;4;4;2;3;1;3;2;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0
21007A40-;PONT DE LUTTRE;4;5;3;4;2;3;3;4;3;4;4;4;5;4;3;5;0;4;3;4;3;3;2;3;3;2;2;2;1;1;1;1;1;0;1;0;0;0;0;0
21007A02-;STUART MERRIL;3;4;4;3;3;3;2;3;3;4;3;4;3;3;3;4;0;4;4;3;3;3;3;3;3;2;3;3;3;2;2;1;1;2;1;1;0;0;0;0
21007A12-;HAVESKERCKE;5;4;3;2;2;4;2;2;3;4;2;3;4;3;5;3;0;5;6;4;4;4;1;4;2;3;2;1;3;2;1;1;1;0;2;0;0;0;0;0
21007A60-;SAINT-ANTOINE;4;5;4;4;3;3;3;4;4;3;4;4;4;4;5;5;4;4;3;4;2;4;2;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0
21007A73-;BERCKENDAEL (RUE);3;3;2;2;2;2;2;2;3;3;6;5;6;6;5;4;4;3;4;4;4;3;3;3;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0
21007A72-;MOLIERE;4;4;3;3;3;3;2;2;3;3;5;4;5;4;5;5;4;4;3;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0
21007A71-;CHAUSSEE D'ALSEMBERG;5;4;3;3;2;2;2;2;2;2;6;5;6;6;6;6;0;6;3;4;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;2;0;1;0
21007A79-;PARC DUDEN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21008A31-;TOUSSAINT;2;4;4;4;4;4;3;4;3;2;5;3;4;4;4;2;0;3;5;5;4;4;3;3;2;2;2;1;2;1;1;1;1;0;1;0;0;0;0;0
21008A30-;LE HOME;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;0;4;3;4;4;3;3;4;4;3;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21008A00-;CENTRE;3;3;3;4;3;4;3;3;3;2;4;4;4;4;4;3;0;3;4;3;3;4;4;4;3;2;3;2;2;1;1;1;2;1;1;0;0;0;0;0
21008A38-;PARC DE RIVIEREN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21008A27-;NESTOR MARTIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21008A220;VILLAS DE GANSHOREN (OUEST);3;3;3;4;3;4;4;3;3;3;2;2;3;2;3;2;3;3;4;3;3;3;4;3;4;2;3;2;3;2;3;1;2;1;1;1;0;0;0;0
21008A02-;SIPPELBERG;5;5;4;5;3;3;2;3;2;2;4;4;5;4;4;5;4;4;3;4;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0
21008A34-;PARC ALBERT;3;4;3;4;2;4;2;2;2;1;2;3;3;3;4;3;0;4;2;3;4;4;4;4;3;3;3;2;2;2;1;2;2;1;2;1;1;0;0;0
21008A35-;CHARTE;3;2;2;4;3;4;3;4;2;2;1;1;3;2;3;2;0;4;3;4;6;6;4;4;4;4;2;3;2;2;3;2;1;0;1;0;1;0;0;0
21008A240;REFORME;3;3;2;2;2;2;2;2;2;2;3;2;3;3;3;2;0;2;3;3;3;2;4;2;3;3;3;2;5;3;4;1;4;3;4;2;2;1;1;0
21008A23-;DE MESMAEKER;5;4;5;4;4;3;3;2;3;2;5;3;4;3;5;4;0;5;3;2;3;2;2;3;2;1;1;2;3;2;3;2;3;0;1;0;1;0;0;0
21008A20-;CHARLES-QUINT;4;4;4;4;3;4;2;3;2;2;4;3;5;4;4;4;4;4;3;3;3;3;2;2;2;2;2;1;2;1;1;1;2;1;1;1;1;0;0;0
21008A29-;RIVIERE MOLENBEEK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21008A01-;VAN PAGE-SUD;3;3;4;3;3;3;4;5;3;3;3;1;3;4;3;4;0;2;4;5;3;3;3;3;3;2;2;1;2;2;2;1;1;1;0;0;0;0;0;0
21008A33-;VAN PAGE-NORD;3;4;4;3;4;3;2;3;2;2;3;2;4;4;4;4;0;4;3;3;2;5;3;3;3;2;3;2;3;2;2;1;2;1;1;1;1;0;0;0
21008A32-;HEIDEKEN;4;4;3;3;2;3;2;2;3;2;5;3;5;5;3;4;0;3;4;3;3;3;3;3;2;2;2;2;3;1;2;1;2;1;2;1;1;0;0;0
21008A10-;PLATEAU;4;5;3;4;3;3;3;3;3;3;5;4;5;5;4;4;3;4;4;4;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0
21008A19-;BASILIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21008A21-;MAIL;2;2;2;4;3;3;3;4;3;3;3;2;3;2;3;3;3;3;4;3;4;4;3;3;2;2;2;2;4;3;3;1;3;2;2;1;1;0;0;0
21009A20-;PETITE SUISSE (PLACE DE LA);2;2;2;2;2;2;2;2;6;4;8;9;5;6;3;5;3;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0
21009A23-;ETOILE (ROND POINT DE L');2;3;3;2;2;2;2;2;4;3;6;4;4;4;5;4;3;4;3;3;4;3;4;4;3;3;2;2;3;2;1;1;1;1;1;1;0;0;0;0
21009A623;KLAUWAERTS;2;3;1;2;2;2;2;2;3;3;6;6;5;3;2;4;0;4;5;3;2;4;5;4;3;3;2;1;3;2;2;1;0;2;1;1;0;0;0;0
21009A90-;SAINT-PHILIPPE DE NERI;2;2;2;2;1;2;2;2;6;4;9;8;5;7;4;5;0;4;3;4;2;2;2;3;2;2;2;1;2;1;1;1;1;0;0;0;0;0;0;0
21009A652;HOPITAUX;3;2;2;3;2;2;2;2;3;2;5;6;6;7;4;6;4;4;3;4;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;0;1;0;0;0
21009A501;LUXEMBOURG (PLACE DE);2;2;1;1;0;0;1;0;8;2;10;9;9;6;5;4;0;5;2;3;2;3;3;2;2;3;1;2;2;0;0;1;1;1;1;0;0;0;0;0
21009A552;PORTE DE NAMUR;3;3;2;3;2;1;2;2;3;3;7;9;8;8;6;6;0;5;3;4;2;3;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21009A542;EGLISE ANGLICANE;2;2;2;1;1;2;2;2;4;3;10;7;8;8;5;6;0;4;3;3;3;4;3;2;2;2;1;1;2;1;1;0;0;0;1;0;0;0;0;0
21009A051;SAINT-BONIFACE;2;3;1;2;1;2;1;2;4;4;10;9;7;8;5;5;0;4;3;4;2;3;2;2;1;2;1;1;1;1;0;1;0;0;1;0;0;0;0;0
21009A041;ARBRE BENIT;2;2;1;2;1;1;2;2;4;2;9;7;9;8;5;6;4;4;3;4;3;3;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0;0
21009A00-;CENTRE;3;3;2;2;2;2;1;1;4;3;9;7;8;8;6;6;4;5;3;3;2;3;2;3;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21009A02-;MUSEE;2;3;2;2;2;2;2;2;4;4;8;7;6;6;5;5;3;4;3;3;3;3;2;3;3;3;2;2;1;1;1;1;0;0;0;0;0;0;0;0
21009A101;FLAGEY (PLACE);3;3;3;2;2;2;2;1;3;3;8;6;7;6;5;5;0;4;2;3;3;3;2;2;3;1;2;2;2;2;1;1;1;1;1;0;0;0;0;0
21009A03-;ERMITAGE;3;3;2;2;2;1;1;2;3;3;8;6;7;6;5;5;0;4;3;3;3;3;3;3;3;2;1;2;2;1;1;1;1;1;1;0;0;0;0;0
21009A13-;GACHARD;4;3;2;2;1;1;1;1;3;2;8;7;8;7;5;6;0;4;3;4;2;2;2;3;2;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0
21009A121;GENERAL DE GAULLE;3;3;2;2;2;2;1;1;3;3;4;5;6;4;5;5;0;4;3;3;3;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;0;0;0;0
21009A63-;MACAU;2;2;2;2;2;2;2;2;4;3;9;6;7;7;5;4;3;4;4;3;3;3;2;2;3;2;2;1;1;1;1;1;1;1;1;0;1;0;1;0
21009A602;BELVEDERE;1;3;2;2;2;2;1;1;6;3;10;9;7;7;3;3;0;6;2;4;3;3;2;2;1;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0
21009A42-;RENIER CHALON;3;4;3;3;2;2;2;2;3;2;5;4;5;5;4;3;5;4;3;3;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;0;1;0;0;0
21009A40-;MELEZES;3;3;3;2;1;1;2;2;3;2;8;6;6;6;5;6;0;4;4;4;3;3;3;2;2;2;2;2;1;1;1;0;1;0;0;0;0;0;0;0
21009A301;BOONDAEL-NORD;3;3;2;2;2;2;2;2;4;2;6;5;5;7;3;3;0;3;4;2;3;4;2;1;2;2;3;2;2;2;3;2;3;1;2;1;1;1;0;0
21009A812;SCHOOLGAT;2;3;2;4;1;3;2;2;3;2;4;4;4;3;4;3;0;3;3;4;4;3;4;3;3;2;3;4;2;4;3;1;2;1;0;1;1;0;0;0
21009A33-;SAINT-ADRIEN;3;3;2;2;2;2;2;2;4;3;5;4;5;4;4;4;3;4;3;3;3;3;3;3;3;2;3;2;3;1;2;1;2;1;1;0;1;0;0;0
21009A34-;STADE COMMUNAL;2;2;2;4;3;7;4;5;3;5;4;4;3;3;3;4;0;3;4;1;4;3;3;3;5;1;2;2;1;1;2;1;1;1;1;1;0;0;0;0
21009A21-;ETE;2;2;1;2;1;1;2;2;9;7;10;10;6;7;3;5;3;4;2;3;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21009A43-;FERNAND NEURAY;3;2;2;3;3;2;3;2;3;2;5;5;5;5;5;4;0;5;4;3;4;3;3;3;2;3;2;2;2;2;1;1;1;0;0;0;0;0;0;0
21009A41-;SAINT-GEORGES;3;3;2;2;2;2;2;2;4;4;6;6;6;5;5;4;5;4;3;3;4;3;3;3;2;2;2;2;2;2;1;1;1;1;1;0;0;0;0;0
21009A83-;L. ERNOTTE (RUE);4;5;4;5;4;5;3;4;2;4;2;2;3;2;4;2;0;3;3;3;3;3;4;3;4;3;2;2;2;2;1;1;1;1;1;0;0;0;0;0
21009A52-;GRAY (RUE);3;3;3;3;3;3;2;2;3;4;7;6;5;5;4;5;3;4;3;3;2;3;3;3;2;2;1;1;2;1;1;1;1;1;0;0;0;0;0;0
21009A2MJ;CAMPUS UNIVERSITAIRE;0;0;0;0;0;0;2;2;22;17;18;18;6;8;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21009A44-;PREVOT;2;3;2;2;2;2;2;1;3;2;7;7;7;7;5;6;0;5;3;5;3;4;2;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21009A712;CHATELAIN (PLACE DU)-OUEST;2;2;2;3;2;1;1;1;3;2;7;8;9;7;6;6;0;4;4;4;2;4;3;2;3;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0
21009A72-;DEFACQZ;3;2;1;2;1;1;1;2;4;3;9;8;8;6;5;5;0;5;3;3;3;3;3;2;1;2;2;1;2;1;1;1;0;1;0;0;0;0;0;0
21009A911;A. DELPORTE-SUD;3;3;2;3;2;2;2;2;3;3;8;6;6;6;4;5;0;3;4;4;2;3;3;2;2;2;1;2;2;1;1;1;1;1;1;0;1;0;0;0
21009A311;TREILLE (RUE DE LA);2;2;3;2;3;4;2;2;4;2;5;5;5;4;3;5;0;5;5;3;1;2;4;3;3;2;2;2;2;1;2;1;2;1;1;2;0;0;0;0
21009A802;BOONDAEL-SUD;3;2;4;1;1;3;2;3;2;4;3;4;3;3;3;5;0;3;4;4;2;3;3;4;5;1;3;2;3;3;2;1;1;1;0;0;1;0;0;0
21009A82-;FORET;2;3;2;3;2;1;2;1;3;2;4;3;2;2;3;3;0;3;3;2;3;3;3;3;3;3;4;2;4;2;3;1;3;2;4;2;4;1;1;0
21009A111;WERY (RUE);3;3;2;2;2;2;2;2;4;3;7;7;6;7;4;5;3;4;3;4;2;2;3;2;2;2;2;2;1;1;1;0;1;1;1;0;1;0;0;0
21009A01-;BLYCKAERTS;3;3;2;2;2;2;2;2;5;3;8;8;7;7;5;5;3;5;3;3;3;3;2;3;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21009A22-;UNIVERSITE;3;3;2;2;1;2;1;2;4;4;7;6;5;6;4;4;3;4;3;3;3;2;3;3;3;2;2;2;3;2;2;1;2;1;2;0;1;0;0;0
21009A53-;LONDRES (PLACE DE);3;3;2;2;2;2;1;2;3;2;8;6;7;7;5;6;4;5;3;5;3;4;3;3;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0
21009A512;WIERTZ;1;2;1;1;0;2;2;1;3;2;8;6;6;8;6;6;0;4;4;4;5;1;4;4;2;6;1;2;2;0;0;1;0;0;0;0;0;0;0;0
21009A593;QUARTIER LEOPOLD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21009A612;LIEGEOIS (RUE);3;3;2;2;1;2;2;2;4;3;10;7;8;8;5;5;3;4;3;3;2;2;2;2;2;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21009A151;A. DELPORTE-NORD;2;2;2;3;2;2;2;2;4;4;7;6;7;8;5;5;0;4;3;3;3;3;1;1;2;2;2;2;2;1;1;1;0;1;0;0;0;0;0;0
21009A922;CASERNE (Ixelles);2;2;4;3;1;2;2;1;5;5;15;13;6;6;4;3;0;3;2;3;2;2;2;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0
21009A29-;CIMETIERE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21009A73-;BERCKENDAEL;3;3;2;2;2;2;2;2;3;3;5;5;5;4;4;4;4;4;4;3;3;4;3;3;3;2;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21009A451;CHATELAIN (PLACE DU)-EST;3;3;2;3;2;2;2;2;3;2;8;5;7;7;6;5;4;4;3;4;2;3;3;3;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0
21009A192;ETANGS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A393;SACRE-COEUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A04-;NOTRE-DAME DE LOURDES;4;4;3;4;3;3;2;2;2;3;4;3;4;5;4;4;3;4;3;3;3;3;3;3;2;2;2;2;1;1;2;1;2;1;2;1;1;0;0;0
21010A092;PARC DE LA JEUNESSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A03-;MIROIR;4;3;4;4;3;4;3;3;4;3;4;4;4;4;4;4;3;4;3;4;2;3;3;3;2;2;2;2;2;2;1;1;1;0;1;0;0;0;0;0
21010A182;DIELEGEM (BOIS DE);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A10-;ANCIENNE BARRIERE;4;3;3;4;3;3;3;3;2;3;4;4;3;3;4;4;3;4;4;3;3;3;3;3;3;3;3;2;3;2;2;1;1;0;1;1;0;0;0;0
21010A121;F. MOHRFELD (RUE DE);4;4;5;4;2;3;3;3;3;3;4;3;3;3;4;4;0;4;3;4;4;4;3;3;3;3;2;2;2;1;1;1;1;0;1;0;1;0;0;0
21010A111;HEYMBOSCH;3;3;2;3;2;2;2;2;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;2;4;3;3;2;3;2;2;1;1;1;0;0
21010A312;BAECK DUPRE;3;3;4;4;4;4;4;4;4;4;3;4;3;3;4;4;0;4;3;4;3;3;4;3;2;3;2;1;1;1;1;1;1;0;0;0;0;0;0;0
