Code;Territoire;Commune;Surface_ss;Surface_commune;Rapport_surface;Nb_touristes_Commune;Nb_touristes_ss
21017A323;DREVE DES TUMULI;Watermael-Boitsfort;0,0911;12,97693;0,00702015;0;0
21017A393;ETANGS DE BOITSFORT;Watermael-Boitsfort;0,36052;12,97693;0,027781609;0;0
21017A382;FORESTERIE;Watermael-Boitsfort;0,30486;12,97693;0,023492459;0;0
21018A20-;GEORGES HENRI (AVENUE);Woluwe Saint-Lambert;0,27428;7,297;0,03758805;243,4794521;9,151917789
21018A72-;ROGATIONS;Woluwe Saint-Lambert;0,2222;7,297;0,03045087;243,4794521;7,414161196
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;Woluwe Saint-Lambert;0,20487;7,297;0,028075922;243,4794521;6,83591001
21018A35-;HOF TEN BERG-NORD;Woluwe Saint-Lambert;0,11404;7,297;0,01562834;243,4794521;3,80517976
21018A34-;HOF TEN BERG-SUD;Woluwe Saint-Lambert;0,14627;7,297;0,020045224;243,4794521;4,880600172
21018A32-;CLOS DES PEUPLIERS;Woluwe Saint-Lambert;0,06774;7,297;0,009283267;243,4794521;2,260284786
21018A311;PARC SCHUMAN;Woluwe Saint-Lambert;0,11319;7,297;0,015511854;243,4794521;3,776817758
21018A33-;NEERVELD;Woluwe Saint-Lambert;0,39456;7,297;0,054071536;243,4794521;13,16530802
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;Woluwe Saint-Lambert;0,11976;7,297;0,016412224;243,4794521;3,996039356
21018A512;QUARTIER DES PEINTRES;Woluwe Saint-Lambert;0,11513;7,297;0,015777717;243,4794521;3,841549858
21018A031;ABELOOS;Woluwe Saint-Lambert;0,08551;7,297;0,011718514;243,4794521;2,853217479
21018A04-;BEETEPUT;Woluwe Saint-Lambert;0,10243;7,297;0,014037276;243,4794521;3,41778817
21018A02-;SLEGERS (AVENUE);Woluwe Saint-Lambert;0,11272;7,297;0,015447444;243,4794521;3,761135239
21018A37-;COMMUNAUTES;Woluwe Saint-Lambert;0,43257;7,297;0,059280526;243,4794521;14,43359005
21018A63-;CONSTELLATIONS;Woluwe Saint-Lambert;0,3541;7,297;0,048526792;243,4794521;11,81527669
21018A05-;DRIES;Woluwe Saint-Lambert;0,15961;7,297;0,021873373;243,4794521;5,32571678
21018A61-;HEYDENBERG-EST;Woluwe Saint-Lambert;0,14003;7,297;0,019190078;243,4794521;4,672389704
21018A62-;HEYDENBERG-OUEST;Woluwe Saint-Lambert;0,22171;7,297;0,030383719;243,4794521;7,397811335
21018A24-;LAMBEAU (AVENUE);Woluwe Saint-Lambert;0,16012;7,297;0,021943264;243,4794521;5,342733982
21018A09-;RASANTE;Woluwe Saint-Lambert;0,05768;7,297;0,007904618;243,4794521;1,924612141
21018A30-;SAINTE-FAMILLE;Woluwe Saint-Lambert;0,10938;7,297;0,014989722;243,4794521;3,649689251
21018A643;DEUX MAISONS;Woluwe Saint-Lambert;0,12399;7,297;0,016991914;243,4794521;4,137182028
21018A60-;ROODEBEEK PARC;Woluwe Saint-Lambert;0,13922;7,297;0,019079074;243,4794521;4,645362384
21018A19-;STRUYCKBEKEN;Woluwe Saint-Lambert;0,29742;7,297;0,040759216;243,4794521;9,924031606
21018A81-;KAPELLEVELD-SUD;Woluwe Saint-Lambert;0,159;7,297;0,021789777;243,4794521;5,305362872
21018A84-;KAPELLEVELD-NORD-EST;Woluwe Saint-Lambert;0,19327;7,297;0,026486227;243,4794521;6,44885209
21018A00-;TOMBERG;Woluwe Saint-Lambert;0,15863;7,297;0,021739071;243,4794521;5,293017059
21018A43-;ROODEBEEK;Woluwe Saint-Lambert;0,14885;7,297;0,020398794;243,4794521;4,966687192
21018A41-;EUROPE;Woluwe Saint-Lambert;0,06989;7,297;0,009577909;243,4794521;2,332023969
21018A42-;VERVLOESEM;Woluwe Saint-Lambert;0,18323;7,297;0,025110319;243,4794521;6,113846786
21018A01-;SAINT-LAMBERT;Woluwe Saint-Lambert;0,23983;7,297;0,032866932;243,4794521;8,002422501
21018A15-;LES SOURCES;Woluwe Saint-Lambert;0,09897;7,297;0,013563108;243,4794521;3,302338135
21018A14-;CHANCELLERIE;Woluwe Saint-Lambert;0,16725;7,297;0,022920378;243,4794521;5,580641134
21018A13-;GROOTVELD;Woluwe Saint-Lambert;0,06894;7,297;0,009447718;243,4794521;2,30032526
21018A12-;STOCKEL (CHAUSSEE DE);Woluwe Saint-Lambert;0,16922;7,297;0,023190352;243,4794521;5,646374247
21018A82-;MARIE LA MISERABLE;Woluwe Saint-Lambert;0,19855;7,297;0,027209812;243,4794521;6,625030178
21018A83-;KLAKKEDELLE;Woluwe Saint-Lambert;0,19674;7,297;0,026961765;243,4794521;6,564635795
21018A87-;SAINT-LUC;Woluwe Saint-Lambert;0,60061;7,297;0,082309168;243,4794521;20,04059116
21018A3MJ;GULLEDELLE;Woluwe Saint-Lambert;0,37542;7,297;0,05144854;243,4794521;12,52666245
21019A231;KELLE;Woluwe Saint-Pierre;0,09737;8,94038;0,010891036;0;0
21019A242;VENELLES;Woluwe Saint-Pierre;0,13236;8,94038;0,01480474;0;0
21019A252;MONTGOLFIER;Woluwe Saint-Pierre;0,20116;8,94038;0,022500162;0;0
21019A131;KONKEL;Woluwe Saint-Pierre;0,27534;8,94038;0,030797349;0;0
21019A12-;ESCRIME (AVENUE DE L');Woluwe Saint-Pierre;0,21386;8,94038;0,023920683;0;0
21019A45-;HELICE (AVENUE DE L');Woluwe Saint-Pierre;0,2124;8,94038;0,023757379;0;0
21019A52-;DUC (RUE);Woluwe Saint-Pierre;0,12673;8,94038;0,014175013;0;0
21019A51-;COLLEGE SAINT-MICHEL;Woluwe Saint-Pierre;0,18975;8,94038;0,02122393;0;0
21019A04-;EGGERICX (RUE);Woluwe Saint-Pierre;0,08577;8,94038;0,009593552;0;0
21019A03-;CAPITAINE PIRET (AVENUE);Woluwe Saint-Pierre;0,08561;8,94038;0,009575656;0;0
21019A02-;CLOS DU SOLEIL;Woluwe Saint-Pierre;0,11644;8,94038;0,013024055;0;0
21019A052;DON BOSCO;Woluwe Saint-Pierre;0,11862;8,94038;0,013267892;0;0
21019A001;CENTRE;Woluwe Saint-Pierre;0,15391;8,94038;0,017215152;0;0
21019A34-;EUROPE (QUARTIER DE L');Woluwe Saint-Pierre;0,13521;8,94038;0,015123518;0;0
21019A30-;EGLANTINES (AVENUE);Woluwe Saint-Pierre;0,16205;8,94038;0,018125628;0;0
21019A33-;MIMOSAS (AVENUE);Woluwe Saint-Pierre;0,14767;8,94038;0,016517195;0;0
21019A01-;BOULEVARD DE LA WOLUWE;Woluwe Saint-Pierre;0,23551;8,94038;0,026342281;0;0
21019A11-;MILLE METRES (AVENUE);Woluwe Saint-Pierre;0,3223;8,94038;0,036049922;0;0
21019A31-;BEMEL;Woluwe Saint-Pierre;0,24023;8,94038;0,026870223;0;0
21019A32-;CHANT D'OISEAU;Woluwe Saint-Pierre;0,38045;8,94038;0,04255412;0;0
21019A09-;WOLUWE (PARC DE);Woluwe Saint-Pierre;0,60697;8,94038;0,06789085;0;0
21019A35-;HORIZON (AVENUE);Woluwe Saint-Pierre;0,2649;8,94038;0,029629613;0;0
21019A28-;ETANGS MELLAERTS;Woluwe Saint-Pierre;0,34536;8,94038;0,038629231;0;0
21019A20-;SAINT-PAUL;Woluwe Saint-Pierre;0,29979;8,94038;0,033532132;0;0
21019A14-;VAL DE SEIGNEURS;Woluwe Saint-Pierre;0,2699;8,94038;0,030188873;0;0
21019A10-;STOCKEL;Woluwe Saint-Pierre;0,26392;8,94038;0,029519998;0;0
21019A21-;MANOIR;Woluwe Saint-Pierre;0,49416;8,94038;0,055272818;0;0
21019A40-;SAINTE-ALIX;Woluwe Saint-Pierre;0,30714;8,94038;0,034354244;0;0
21019A15-;KAPELLEVELD;Woluwe Saint-Pierre;0,25655;8,94038;0,028695648;0;0
21019A42-;SALOME AVENUE;Woluwe Saint-Pierre;0,28232;8,94038;0,031578076;0;0
21019A22-;PUTDAAL;Woluwe Saint-Pierre;0,45359;8,94038;0,05073498;0;0
21019A441;FAISANDERIE;Woluwe Saint-Pierre;0,16281;8,94038;0,018210635;0;0
21019A41-;CITE JOLI-BOIS;Woluwe Saint-Pierre;0,29205;8,94038;0,032666397;0;0
21019A43-;CORNICHE VERTE;Woluwe Saint-Pierre;0,39067;8,94038;0,043697248;0;0
21019A492;BOIS;Woluwe Saint-Pierre;0,61751;8,94038;0,069069771;0;0
21001C5PA;MEERVELD;Anderlecht;0,56662;17,91204;0,031633471;298,6575342;9,447574484
21001C5MA;MEYLEMEERSCH;Anderlecht;0,3802;17,91204;0,021225946;298,6575342;6,339288798
21001C6PB;ZONE RURALE;Anderlecht;2,73365;17,91204;0,152615224;298,6575342;45,57968654
21001C6MB;MEYLEMEERSCH-EST;Anderlecht;0,34073;17,91204;0,019022401;298,6575342;5,681183251
;;;;;;;
;Moyenne des territoires affichés;;;;;;
;Moyenne régionale;;;;;;
;Total RBC;;;;;;
;* ND: non disponible;;;;;;
;* VS: valeur soumise au seuil;;;;;;
