Code;Territoire;Commune;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;;;;;;;;;;
21007A73-;BERCKENDAEL (RUE);Forest;13,4;13,4;13,4;13,4;13,4;9,8;9,8;9,8;9,8;9,8;9,2;9,2;9,2;9,2;9,2;9,6;9,6;9,6;9,6;9,6;9,6;14,2;14,2;14,2;14,2;20,6;20,6;20,6;20,6;20,6;24,6;24,6;24,6;24,6;24,6;19,4;19,4;19,4;19,4;19,4;14,8;14,8;14,8;14,8;14,8;17,2;17,2;17,2;17,2;17,2;14,2;14,2;14,2;14,2;14,2;15;15;15;15;15;8;8;8;8;8;6,8;6,8;6,8;6,8;6,8;7;7;7;7;7;4,4;4,4;4,4;4,4;4,4;2,4;2,4;2,4;2,4;2,4;2;2;2;2;2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21007A72-;MOLIERE;Forest;33;33;33;33;33;28;28;28;28;28;24,6;24,6;24,6;24,6;24,6;19,6;19,6;19,6;19,6;19,6;19,6;24,2;24,2;24,2;24,2;35,8;35,8;35,8;35,8;35,8;40,2;40,2;40,2;40,2;40,2;41,8;41,8;41,8;41,8;41,8;38,2;38,2;38,2;38,2;38,2;34,6;34,6;34,6;34,6;34,6;28,2;28,2;28,2;28,2;28,2;23,2;23,2;23,2;23,2;23,2;16,8;16,8;16,8;16,8;16,8;15,4;15,4;15,4;15,4;15,4;13,4;13,4;13,4;13,4;13,4;8,4;8,4;8,4;8,4;8,4;6,2;6,2;6,2;6,2;6,2;3,8;3,8;3,8;3,8;3,8;0,600;0,600;0,600;0,600;0,600;;;;;;;;;;
21007A71-;CHAUSSEE D'ALSEMBERG;Forest;11;11;11;11;11;8,6;8,6;8,6;8,6;8,6;6,2;6,2;6,2;6,2;6,2;4,2;4,2;4,2;4,2;4,2;4,2;4,4;4,4;4,4;4,4;12,8;12,8;12,8;12,8;12,8;15,6;15,6;15,6;15,6;15,6;16;16;16;16;16;15,4;15,4;15,4;15,4;15,4;10;10;10;10;10;4,8;4,8;4,8;4,8;4,8;5,6;5,6;5,6;5,6;5,6;4;4;4;4;4;3,6;3,6;3,6;3,6;3,6;1,6;1,6;1,6;1,6;1,6;2,2;2,2;2,2;2,2;2,2;1,4;1,4;1,4;1,4;1,4;1;1;1;1;1;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21007A79-;PARC DUDEN;Forest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A31-;TOUSSAINT;Ganshoren;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;4;4;4;4;4;3,8;3,8;3,8;3,8;3,8;3,8;2;2;2;2;3,2;3,2;3,2;3,2;3,2;4;4;4;4;4;2;2;2;2;2;2,4;2,4;2,4;2,4;2,4;4,4;4,4;4,4;4,4;4,4;3,6;3,6;3,6;3,6;3,6;2,6;2,6;2,6;2,6;2,6;1,6;1,6;1,6;1,6;1,6;1;1;1;1;1;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A30-;LE HOME;Ganshoren;7,8;7,8;7,8;7,8;7,8;7;7;7;7;7;7,8;7,8;7,8;7,8;7,8;7,6;7,6;7,6;7,6;7,6;7,6;8,2;8,2;8,2;8,2;8,4;8,4;8,4;8,4;8,4;9,8;9,8;9,8;9,8;9,8;9,2;9,2;9,2;9,2;9,2;9,4;9,4;9,4;9,4;9,4;9,4;9,4;9,4;9,4;9,4;7;7;7;7;7;9,4;9,4;9,4;9,4;9,4;7,8;7,8;7,8;7,8;7,8;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;2,4;2,4;2,4;2,4;2,4;1,4;1,4;1,4;1,4;1,4;0,8;0,8;0,8;0,8;0,8;0,400;0,400;0,400;0,400;0,400;;;;;;;;;;
21008A00-;CENTRE;Ganshoren;7,2;7,2;7,2;7,2;7,2;8,8;8,8;8,8;8,8;8,8;8,6;8,6;8,6;8,6;8,6;5,6;5,6;5,6;5,6;5,6;5,6;4,8;4,8;4,8;4,8;7,8;7,8;7,8;7,8;7,8;7,8;7,8;7,8;7,8;7,8;7,4;7,4;7,4;7,4;7,4;7,6;7,6;7,6;7,6;7,6;7,2;7,2;7,2;7,2;7,2;9,6;9,6;9,6;9,6;9,6;8,8;8,8;8,8;8,8;8,8;4,6;4,6;4,6;4,6;4,6;5,2;5,2;5,2;5,2;5,2;3;3;3;3;3;2,4;2,4;2,4;2,4;2,4;1,8;1,8;1,8;1,8;1,8;0,8;0,8;0,8;0,8;0,8;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21008A38-;PARC DE RIVIEREN;Ganshoren;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A27-;NESTOR MARTIN;Ganshoren;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A220;VILLAS DE GANSHOREN (OUEST);Ganshoren;15,2;15,2;15,2;15,2;15,2;27;27;27;27;27;22,6;22,6;22,6;22,6;22,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6;10;10;10;10;10;12,2;12,2;12,2;12,2;12,2;13;13;13;13;13;15,8;15,8;15,8;15,8;15,8;18;18;18;18;18;19,2;19,2;19,2;19,2;19,2;18,6;18,6;18,6;18,6;18,6;13,4;13,4;13,4;13,4;13,4;12,4;12,4;12,4;12,4;12,4;13;13;13;13;13;8,6;8,6;8,6;8,6;8,6;6,6;6,6;6,6;6,6;6,6;4,2;4,2;4,2;4,2;4,2;0,600;0,600;0,600;0,600;0,600;;;;;;;;;;
21008A02-;SIPPELBERG;Ganshoren;30;30;30;30;30;27,6;27,6;27,6;27,6;27,6;19,8;19,8;19,8;19,8;19,8;16,4;16,4;16,4;16,4;16,4;16,4;13,6;13,6;13,6;13,6;21,2;21,2;21,2;21,2;21,2;23;23;23;23;23;27,4;27,4;27,4;27,4;27,4;26,4;26,4;26,4;26,4;26,4;23,6;23,6;23,6;23,6;23,6;18;18;18;18;18;14,4;14,4;14,4;14,4;14,4;14,6;14,6;14,6;14,6;14,6;9,2;9,2;9,2;9,2;9,2;8,4;8,4;8,4;8,4;8,4;4;4;4;4;4;4,2;4,2;4,2;4,2;4,2;2,2;2,2;2,2;2,2;2,2;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21008A34-;PARC ALBERT;Ganshoren;5,2;5,2;5,2;5,2;5,2;5;5;5;5;5;4,8;4,8;4,8;4,8;4,8;2,4;2,4;2,4;2,4;2,4;2,4;1,6;1,6;1,6;1,6;3,6;3,6;3,6;3,6;3,6;3,2;3,2;3,2;3,2;3,2;4;4;4;4;4;4,4;4,4;4,4;4,4;4,4;4;4;4;4;4;4,4;4,4;4,4;4,4;4,4;4,2;4,2;4,2;4,2;4,2;4;4;4;4;4;2,6;2,6;2,6;2,6;2,6;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,6;1,6;1,6;1,6;1,6;1,2;1,2;1,2;1,2;1,2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21008A35-;CHARTE;Ganshoren;1,2;1,2;1,2;1,2;1,2;3;3;3;3;3;2,6;2,6;2,6;2,6;2,6;3;3;3;3;3;3;1,2;1,2;1,2;1,2;0,6;0,6;0,6;0,6;0,6;1,2;1,2;1,2;1,2;1,2;1,6;1,6;1,6;1,6;1,6;2,6;2,6;2,6;2,6;2,6;2,8;2,8;2,8;2,8;2,8;4;4;4;4;4;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;1,8;1,8;1,8;1,8;1,8;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A240;REFORME;Ganshoren;7,6;7,6;7,6;7,6;7,6;6,6;6,6;6,6;6,6;6,6;5,8;5,8;5,8;5,8;5,8;5,2;5,2;5,2;5,2;5,2;5,2;5,6;5,6;5,6;5,6;7,2;7,2;7,2;7,2;7,2;9;9;9;9;9;5,4;5,4;5,4;5,4;5,4;5,2;5,2;5,2;5,2;5,2;9,8;9,8;9,8;9,8;9,8;7;7;7;7;7;6,6;6,6;6,6;6,6;6,6;9,6;9,6;9,6;9,6;9,6;5,2;5,2;5,2;5,2;5,2;7,8;7,8;7,8;7,8;7,8;4,2;4,2;4,2;4,2;4,2;7,6;7,6;7,6;7,6;7,6;5,8;5,8;5,8;5,8;5,8;3,200;3,200;3,200;3,200;3,200;;;;;;;;;;
21008A23-;DE MESMAEKER;Ganshoren;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;1,6;1,6;1,6;1,6;1,6;1,4;1,4;1,4;1,4;1,4;1,4;1,2;1,2;1,2;1,2;1,8;1,8;1,8;1,8;1,8;1,6;1,6;1,6;1,6;1,6;2,6;2,6;2,6;2,6;2,6;3,4;3,4;3,4;3,4;3,4;1;1;1;1;1;1,2;1,2;1,2;1,2;1,2;1,8;1,8;1,8;1,8;1,8;0,6;0,6;0,6;0,6;0,6;1;1;1;1;1;1;1;1;1;1;1,4;1,4;1,4;1,4;1,4;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A20-;CHARLES-QUINT;Ganshoren;32,2;32,2;32,2;32,2;32,2;37;37;37;37;37;33,8;33,8;33,8;33,8;33,8;23,8;23,8;23,8;23,8;23,8;23,8;18;18;18;18;23,6;23,6;23,6;23,6;23,6;31,6;31,6;31,6;31,6;31,6;34,6;34,6;34,6;34,6;34,6;35,4;35,4;35,4;35,4;35,4;27,8;27,8;27,8;27,8;27,8;26;26;26;26;26;19,8;19,8;19,8;19,8;19,8;15,2;15,2;15,2;15,2;15,2;11,8;11,8;11,8;11,8;11,8;11,2;11,2;11,2;11,2;11,2;11;11;11;11;11;6,4;6,4;6,4;6,4;6,4;5;5;5;5;5;2,000;2,000;2,000;2,000;2,000;;;;;;;;;;
21008A29-;RIVIERE MOLENBEEK;Ganshoren;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A01-;VAN PAGE-SUD;Ganshoren;4,2;4,2;4,2;4,2;4,2;3,6;3,6;3,6;3,6;3,6;4;4;4;4;4;6,6;6,6;6,6;6,6;6,6;6,6;3,2;3,2;3,2;3,2;1,8;1,8;1,8;1,8;1,8;5,6;5,6;5,6;5,6;5,6;5,4;5,4;5,4;5,4;5,4;3;3;3;3;3;6,2;6,2;6,2;6,2;6,2;3,6;3,6;3,6;3,6;3,6;4,4;4,4;4,4;4,4;4,4;3;3;3;3;3;1,8;1,8;1,8;1,8;1,8;2,4;2,4;2,4;2,4;2,4;1,4;1,4;1,4;1,4;1,4;1,2;1,2;1,2;1,2;1,2;0,4;0,4;0,4;0,4;0,4;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A33-;VAN PAGE-NORD;Ganshoren;10;10;10;10;10;7,6;7,6;7,6;7,6;7,6;6,8;6,8;6,8;6,8;6,8;6,4;6,4;6,4;6,4;6,4;6,4;5;5;5;5;5,8;5,8;5,8;5,8;5,8;8,4;8,4;8,4;8,4;8,4;8,6;8,6;8,6;8,6;8,6;9;9;9;9;9;7;7;7;7;7;11;11;11;11;11;6,8;6,8;6,8;6,8;6,8;4;4;4;4;4;4,6;4,6;4,6;4,6;4,6;4,4;4,4;4,4;4,4;4,4;3,2;3,2;3,2;3,2;3,2;1,6;1,6;1,6;1,6;1,6;2,2;2,2;2,2;2,2;2,2;0,600;0,600;0,600;0,600;0,600;;;;;;;;;;
21008A32-;HEIDEKEN;Ganshoren;14;14;14;14;14;9,8;9,8;9,8;9,8;9,8;8;8;8;8;8;5;5;5;5;5;5;6,8;6,8;6,8;6,8;9,6;9,6;9,6;9,6;9,6;15,4;15,4;15,4;15,4;15,4;12,6;12,6;12,6;12,6;12,6;10,4;10,4;10,4;10,4;10,4;10,6;10,6;10,6;10,6;10,6;10;10;10;10;10;9,6;9,6;9,6;9,6;9,6;7,2;7,2;7,2;7,2;7,2;5,2;5,2;5,2;5,2;5,2;3,8;3,8;3,8;3,8;3,8;3,6;3,6;3,6;3,6;3,6;3,2;3,2;3,2;3,2;3,2;1,6;1,6;1,6;1,6;1,6;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21008A10-;PLATEAU;Ganshoren;31,6;31,6;31,6;31,6;31,6;24,2;24,2;24,2;24,2;24,2;19,4;19,4;19,4;19,4;19,4;18;18;18;18;18;18;20,4;20,4;20,4;20,4;26,8;26,8;26,8;26,8;26,8;30,2;30,2;30,2;30,2;30,2;28,2;28,2;28,2;28,2;28,2;23,6;23,6;23,6;23,6;23,6;23,6;23,6;23,6;23,6;23,6;16,4;16,4;16,4;16,4;16,4;14,8;14,8;14,8;14,8;14,8;14,4;14,4;14,4;14,4;14,4;11,4;11,4;11,4;11,4;11,4;9,2;9,2;9,2;9,2;9,2;4,6;4,6;4,6;4,6;4,6;3,8;3,8;3,8;3,8;3,8;2,2;2,2;2,2;2,2;2,2;0,400;0,400;0,400;0,400;0,400;;;;;;;;;;
21008A19-;BASILIQUE;Ganshoren;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21008A21-;MAIL;Ganshoren;11,8;11,8;11,8;11,8;11,8;19,2;19,2;19,2;19,2;19,2;13,8;13,8;13,8;13,8;13,8;18,8;18,8;18,8;18,8;18,8;18,8;14,6;14,6;14,6;14,6;11;11;11;11;11;11,2;11,2;11,2;11,2;11,2;12,6;12,6;12,6;12,6;12,6;13,4;13,4;13,4;13,4;13,4;16,6;16,6;16,6;16,6;16,6;18,6;18,6;18,6;18,6;18,6;14,8;14,8;14,8;14,8;14,8;12,2;12,2;12,2;12,2;12,2;9,4;9,4;9,4;9,4;9,4;12,8;12,8;12,8;12,8;12,8;6,4;6,4;6,4;6,4;6,4;9,4;9,4;9,4;9,4;9,4;4,8;4,8;4,8;4,8;4,8;1,400;1,400;1,400;1,400;1,400;;;;;;;;;;
21009A20-;PETITE SUISSE (PLACE DE LA);Ixelles;15,6;15,6;15,6;15,6;15,6;14,2;14,2;14,2;14,2;14,2;10,2;10,2;10,2;10,2;10,2;15;15;15;15;15;15;28,4;28,4;28,4;28,4;56,2;56,2;56,2;56,2;56,2;37;37;37;37;37;29;29;29;29;29;24,4;24,4;24,4;24,4;24,4;20,4;20,4;20,4;20,4;20,4;16,6;16,6;16,6;16,6;16,6;15,4;15,4;15,4;15,4;15,4;13,6;13,6;13,6;13,6;13,6;11,4;11,4;11,4;11,4;11,4;7,8;7,8;7,8;7,8;7,8;4,4;4,4;4,4;4,4;4,4;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,2;1,200;1,200;1,200;1,200;1,200;;;;;;;;;;
21009A23-;ETOILE (ROND POINT DE L');Ixelles;12,2;12,2;12,2;12,2;12,2;8,2;8,2;8,2;8,2;8,2;9;9;9;9;9;9,4;9,4;9,4;9,4;9,4;9,4;12;12;12;12;17,8;17,8;17,8;17,8;17,8;17,4;17,4;17,4;17,4;17,4;19,6;19,6;19,6;19,6;19,6;18,4;18,4;18,4;18,4;18,4;14,4;14,4;14,4;14,4;14,4;15,4;15,4;15,4;15,4;15,4;17;17;17;17;17;13,4;13,4;13,4;13,4;13,4;9,2;9,2;9,2;9,2;9,2;7,6;7,6;7,6;7,6;7,6;5,6;5,6;5,6;5,6;5,6;4,2;4,2;4,2;4,2;4,2;2,4;2,4;2,4;2,4;2,4;0,600;0,600;0,600;0,600;0,600;;;;;;;;;;
21009A623;KLAUWAERTS;Ixelles;2,2;2,2;2,2;2,2;2,2;1;1;1;1;1;1;1;1;1;1;1,6;1,6;1,6;1,6;1,6;1,6;2;2;2;2;3,8;3,8;3,8;3,8;3,8;2;2;2;2;2;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,2;2,2;2,2;2,2;2,2;2,4;2,4;2,4;2,4;2,4;2,6;2,6;2,6;2,6;2,6;2,2;2,2;2,2;2,2;2,2;0,8;0,8;0,8;0,8;0,8;1;1;1;1;1;0,6;0,6;0,6;0,6;0,6;1;1;1;1;1;0,6;0,6;0,6;0,6;0,6;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21009A90-;SAINT-PHILIPPE DE NERI;Ixelles;7,2;7,2;7,2;7,2;7,2;6,2;6,2;6,2;6,2;6,2;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;12,8;12,8;12,8;12,8;25,4;25,4;25,4;25,4;25,4;20,8;20,8;20,8;20,8;20,8;15,4;15,4;15,4;15,4;15,4;13,2;13,2;13,2;13,2;13,2;11,8;11,8;11,8;11,8;11,8;7;7;7;7;7;8,2;8,2;8,2;8,2;8,2;5,2;5,2;5,2;5,2;5,2;4,2;4,2;4,2;4,2;4,2;2,8;2,8;2,8;2,8;2,8;2,4;2,4;2,4;2,4;2,4;1,2;1,2;1,2;1,2;1,2;1;1;1;1;1;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21009A652;HOPITAUX;Ixelles;14;14;14;14;14;15;15;15;15;15;11,6;11,6;11,6;11,6;11,6;13,8;13,8;13,8;13,8;13,8;13,8;14,4;14,4;14,4;14,4;33;33;33;33;33;38,4;38,4;38,4;38,4;38,4;32,6;32,6;32,6;32,6;32,6;23;23;23;23;23;24,4;24,4;24,4;24,4;24,4;18,4;18,4;18,4;18,4;18,4;14,2;14,2;14,2;14,2;14,2;12;12;12;12;12;8,2;8,2;8,2;8,2;8,2;6;6;6;6;6;3,8;3,8;3,8;3,8;3,8;3,4;3,4;3,4;3,4;3,4;2,4;2,4;2,4;2,4;2,4;1,200;1,200;1,200;1,200;1,200;;;;;;;;;;
21009A501;LUXEMBOURG (PLACE DE);Ixelles;1,6;1,6;1,6;1,6;1,6;0,8;0,8;0,8;0,8;0,8;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;7,6;7,6;7,6;7,6;7,6;4,8;4,8;4,8;4,8;4,8;3,6;3,6;3,6;3,6;3,6;3,8;3,8;3,8;3,8;3,8;2,6;2,6;2,6;2,6;2,6;2,8;2,8;2,8;2,8;2,8;2;2;2;2;2;2,6;2,6;2,6;2,6;2,6;1,4;1,4;1,4;1,4;1,4;0;0;0;0;0;0,8;0,8;0,8;0,8;0,8;1;1;1;1;1;0;0;0;0;0;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21009A552;PORTE DE NAMUR;Ixelles;9,6;9,6;9,6;9,6;9,6;8,8;8,8;8,8;8,8;8,8;4;4;4;4;4;5,4;5,4;5,4;5,4;5,4;5,4;8,2;8,2;8,2;8,2;25,4;25,4;25,4;25,4;25,4;24;24;24;24;24;18,4;18,4;18,4;18,4;18,4;14,2;14,2;14,2;14,2;14,2;12,2;12,2;12,2;12,2;12,2;8,4;8,4;8,4;8,4;8,4;7;7;7;7;7;4,8;4,8;4,8;4,8;4,8;3;3;3;3;3;2,4;2,4;2,4;2,4;2,4;1,6;1,6;1,6;1,6;1,6;1,2;1,2;1,2;1,2;1,2;0,6;0,6;0,6;0,6;0,6;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21009A542;EGLISE ANGLICANE;Ixelles;2,8;2,8;2,8;2,8;2,8;1,4;1,4;1,4;1,4;1,4;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;8,8;8,8;8,8;8,8;8,8;11;11;11;11;11;8;8;8;8;8;5,4;5,4;5,4;5,4;5,4;4,2;4,2;4,2;4,2;4,2;4,8;4,8;4,8;4,8;4,8;2,8;2,8;2,8;2,8;2,8;3;3;3;3;3;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,2;0,2;0,2;0,2;0,2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21009A051;SAINT-BONIFACE;Ixelles;8,6;8,6;8,6;8,6;8,6;5,2;5,2;5,2;5,2;5,2;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;10;10;10;10;24,4;24,4;24,4;24,4;24,4;21,8;21,8;21,8;21,8;21,8;13,4;13,4;13,4;13,4;13,4;11,8;11,8;11,8;11,8;11,8;10,4;10,4;10,4;10,4;10,4;8;8;8;8;8;4,8;4,8;4,8;4,8;4,8;4,4;4,4;4,4;4,4;4,4;1,4;1,4;1,4;1,4;1,4;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21009A041;ARBRE BENIT;Ixelles;10;10;10;10;10;7,6;7,6;7,6;7,6;7,6;5,8;5,8;5,8;5,8;5,8;8,4;8,4;8,4;8,4;8,4;8,4;11,6;11,6;11,6;11,6;35,2;35,2;35,2;35,2;35,2;36,4;36,4;36,4;36,4;36,4;30,4;30,4;30,4;30,4;30,4;18;18;18;18;18;17;17;17;17;17;14,4;14,4;14,4;14,4;14,4;11,2;11,2;11,2;11,2;11,2;8,8;8,8;8,8;8,8;8,8;7,4;7,4;7,4;7,4;7,4;4;4;4;4;4;3;3;3;3;3;1;1;1;1;1;0,8;0,8;0,8;0,8;0,8;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21009A00-;CENTRE;Ixelles;13,4;13,4;13,4;13,4;13,4;9;9;9;9;9;8,2;8,2;8,2;8,2;8,2;5,8;5,8;5,8;5,8;5,8;5,8;17;17;17;17;35,6;35,6;35,6;35,6;35,6;40,8;40,8;40,8;40,8;40,8;30,6;30,6;30,6;30,6;30,6;24,2;24,2;24,2;24,2;24,2;16,8;16,8;16,8;16,8;16,8;14,4;14,4;14,4;14,4;14,4;14;14;14;14;14;11,6;11,6;11,6;11,6;11,6;7,6;7,6;7,6;7,6;7,6;6,6;6,6;6,6;6,6;6,6;4,6;4,6;4,6;4,6;4,6;1,6;1,6;1,6;1,6;1,6;1;1;1;1;1;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21009A02-;MUSEE;Ixelles;16,8;16,8;16,8;16,8;16,8;15,6;15,6;15,6;15,6;15,6;15,2;15,2;15,2;15,2;15,2;14,2;14,2;14,2;14,2;14,2;14,2;23,6;23,6;23,6;23,6;46,6;46,6;46,6;46,6;46,6;37,4;37,4;37,4;37,4;37,4;35,4;35,4;35,4;35,4;35,4;28,6;28,6;28,6;28,6;28,6;22,6;22,6;22,6;22,6;22,6;22,8;22,8;22,8;22,8;22,8;17,4;17,4;17,4;17,4;17,4;16,6;16,6;16,6;16,6;16,6;10,2;10,2;10,2;10,2;10,2;7,4;7,4;7,4;7,4;7,4;5,4;5,4;5,4;5,4;5,4;2,2;2,2;2,2;2,2;2,2;2;2;2;2;2;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21009A101;FLAGEY (PLACE);Ixelles;12;12;12;12;12;7;7;7;7;7;6,2;6,2;6,2;6,2;6,2;4,8;4,8;4,8;4,8;4,8;4,8;11,8;11,8;11,8;11,8;21,8;21,8;21,8;21,8;21,8;19,8;19,8;19,8;19,8;19,8;19;19;19;19;19;13,4;13,4;13,4;13,4;13,4;11,8;11,8;11,8;11,8;11,8;10,6;10,6;10,6;10,6;10,6;8,8;8,8;8,8;8,8;8,8;4,6;4,6;4,6;4,6;4,6;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;3,8;3,8;3,8;3,8;3,8;2,6;2,6;2,6;2,6;2,6;1;1;1;1;1;0,600;0,600;0,600;0,600;0,600;;;;;;;;;;
21009A03-;ERMITAGE;Ixelles;10,8;10,8;10,8;10,8;10,8;8,8;8,8;8,8;8,8;8,8;5,6;5,6;5,6;5,6;5,6;6;6;6;6;6;6;10;10;10;10;24,8;24,8;24,8;24,8;24,8;25,2;25,2;25,2;25,2;25,2;20,6;20,6;20,6;20,6;20,6;15;15;15;15;15;12,8;12,8;12,8;12,8;12,8;11,6;11,6;11,6;11,6;11,6;10,2;10,2;10,2;10,2;10,2;7;7;7;7;7;6,4;6,4;6,4;6,4;6,4;4;4;4;4;4;3,4;3,4;3,4;3,4;3,4;2,2;2,2;2,2;2,2;2,2;0,8;0,8;0,8;0,8;0,8;1,000;1,000;1,000;1,000;1,000;;;;;;;;;;
21009A13-;GACHARD;Ixelles;9;9;9;9;9;6,4;6,4;6,4;6,4;6,4;3;3;3;3;3;4,2;4,2;4,2;4,2;4,2;4,2;5,6;5,6;5,6;5,6;21;21;21;21;21;20,4;20,4;20,4;20,4;20,4;18,6;18,6;18,6;18,6;18,6;11,6;11,6;11,6;11,6;11,6;11,8;11,8;11,8;11,8;11,8;5,4;5,4;5,4;5,4;5,4;7,4;7,4;7,4;7,4;7,4;4;4;4;4;4;3,6;3,6;3,6;3,6;3,6;3,2;3,2;3,2;3,2;3,2;2,4;2,4;2,4;2,4;2,4;0,8;0,8;0,8;0,8;0,8;1,4;1,4;1,4;1,4;1,4;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
