Code;Territoire;Commune;% pop ss /commune;Nb_lits_commune;Nb_lits_ss
21019A03-;CAPITAINE PIRET (AVENUE);Woluwe Saint-Pierre;0,027543994;412;11,34812548
21019A02-;CLOS DU SOLEIL;Woluwe Saint-Pierre;0,007507651;412;3,093152257
21019A052;DON BOSCO;Woluwe Saint-Pierre;0,023072877;412;9,506025249
21019A001;CENTRE;Woluwe Saint-Pierre;0,039307575;412;16,19472073
21019A34-;EUROPE (QUARTIER DE L');Woluwe Saint-Pierre;0,027615723;412;11,37767789
21019A30-;EGLANTINES (AVENUE);Woluwe Saint-Pierre;0,023001148;412;9,476472839
21019A33-;MIMOSAS (AVENUE);Woluwe Saint-Pierre;0,043324407;412;17,8496557
21019A01-;BOULEVARD DE LA WOLUWE;Woluwe Saint-Pierre;0,017023718;412;7,013771997
21019A11-;MILLE METRES (AVENUE);Woluwe Saint-Pierre;0,026013772;412;10,71767406
21019A31-;BEMEL;Woluwe Saint-Pierre;0,031441278;412;12,95380643
21019A32-;CHANT D'OISEAU;Woluwe Saint-Pierre;0,064030222;412;26,38045142
21019A09-;WOLUWE (PARC DE);Woluwe Saint-Pierre;2,39097E-05;412;0,009850803
21019A35-;HORIZON (AVENUE);Woluwe Saint-Pierre;0,035888485;412;14,78605585
21019A28-;ETANGS MELLAERTS;Woluwe Saint-Pierre;0,002653979;412;1,093439174
21019A20-;SAINT-PAUL;Woluwe Saint-Pierre;0,030771806;412;12,67798393
21019A14-;VAL DE SEIGNEURS;Woluwe Saint-Pierre;0,040789977;412;16,80547054
21019A10-;STOCKEL;Woluwe Saint-Pierre;0,05996557;412;24,70581484
21019A21-;MANOIR;Woluwe Saint-Pierre;0,038327276;412;15,7908378
21019A40-;SAINTE-ALIX;Woluwe Saint-Pierre;0,069146901;412;28,48852334
21019A15-;KAPELLEVELD;Woluwe Saint-Pierre;0,039498852;412;16,27352716
21019A42-;SALOME AVENUE;Woluwe Saint-Pierre;0,030174063;412;12,43171385
21019A22-;PUTDAAL;Woluwe Saint-Pierre;0,014895754;412;6,137050497
21019A441;FAISANDERIE;Woluwe Saint-Pierre;0,009635616;412;3,969873757
21019A41-;CITE JOLI-BOIS;Woluwe Saint-Pierre;0,024866106;412;10,2448355
21019A43-;CORNICHE VERTE;Woluwe Saint-Pierre;0,012600421;412;5,191373374
21019A492;BOIS;Woluwe Saint-Pierre;4,78194E-05;412;0,019701607
21001C5PA;MEERVELD;Anderlecht;0,001637235;2006;3,284294235
21001C5MA;MEYLEMEERSCH;Anderlecht;0,000668259;2006;1,340528259
21001C6PB;ZONE RURALE;Anderlecht;0,003750606;2006;7,523714854
21001C6MB;MEYLEMEERSCH-EST;Anderlecht;0;2006;0
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
