,Coord,PKUID,OBJECTID,CD_SECTOR,TX_SECTOR_DESCR_FR,CD_SUB_MUNTY,CD_MUNTY_REFNIS,TX_MUNTY_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_FR,CD_NUTS1,CD_NUTS2,CD_NUTS3
671,"155372.7031000033,171984.29690000042 155319.09380000085,171899.09380000085 155326.875,171895.71880000085 155291.75,171847.85940000042 155266.4843999967,171830.17190000042 155232.34380000085,171820.40630000085 155223.6875,171820.34380000085 155180.59380000085,171820.0625 154958.2968999967,171941.32809999958 154829.5,172019.60940000042 154847.90630000085,172053.29690000042 154864.2968999967,172080.20309999958 154879.09380000085,172106.59380000085 154914.7968999967,172158.79690000042 154951.5,172230.29690000042 155372.7031000033,171984.29690000042",2940,2669,21018A35-,HOF TEN BERG-NORD,21018A3,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
672,"154230.64769999683,172514.28860000148 154240.61590000242,172510.43719999865 154241.59220000356,172510.10330000147 154243.14639999717,172509.53810000047 154244.24610000104,172509.12730000168 154254.23210000247,172505.56700000167 154287.21410000324,172493.95259999856 154320.62789999694,172482.18609999865 154362.89339999855,172466.44889999926 154377.45380000025,172460.875 154393.41269999743,172455.35049999878 154390.8906000033,172449.6875 154373.9375,172454.03130000085 154340.2968999967,172388.5 154294.40630000085,172311.40630000085 154516.90630000085,172186.59380000085 154444.25,172148.45309999958 154482.1406000033,171820.0625 154363.4218999967,171782.17190000042 154290.15630000085,171741.76559999958 154196.7031000033,171688.71880000085 154136.0781000033,171655.875 154088.0781000033,171746.8125 154018.2343999967,171723.53130000085 153974.9531000033,171716.53130000085 153890.1875,171701.6875 153768.40630000085,171680.34380000085 153701.6875,171667.0625 153660.2656000033,171730.79690000042 153663.8593999967,171732.85940000042 153650.09380000085,171753.78130000085 153752.7968999967,171828.70309999958 153760.78130000085,171846.32809999958 153829.0,171996.79690000042 153884.0,172119.90630000085 153950.2968999967,172268.0 154002.9375,172385.84380000085 154003.31880000234,172386.69759999961 154013.72619999945,172392.45879999921 154030.22569999844,172423.31899999827 154042.1419999972,172444.0960999988 154058.9469999969,172470.37299999967 154076.05759999901,172498.17770000175 154075.85809999704,172498.46389999986 154105.8299999982,172503.6389000006 154137.33120000362,172509.07800000161 154180.91049999744,172516.18329999968 154218.33179999888,172518.55180000141 154230.64769999683,172514.28860000148",2941,2670,21018A37-,COMMUNAUTES,21018A3,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
673,"154754.2968999967,172053.42190000042 154675.3906000033,171893.32809999958 154719.6406000033,171874.59380000085 154741.03130000085,171865.23440000042 154745.2031000033,171855.5625 154745.2031000033,171831.625 154738.8281000033,171826.84380000085 154734.7343999967,171802.25 154733.2343999967,171789.15630000085 154738.8281000033,171774.1875 154756.21880000085,171759.4375 154756.3593999967,171757.0 154775.0156000033,171753.75 154803.375,171747.67190000042 154797.2968999967,171737.54690000042 154781.09380000085,171707.15630000085 154843.8906000033,171674.75 154849.57649999857,171670.87299999967 154839.57310000062,171646.579 154851.58540000021,171637.3387000002 154912.57119999826,171610.54190000147 154935.86200000346,171595.70839999989 154912.7656000033,171518.23440000042 154693.0625,171681.14059999958 154612.2343999967,171623.03130000085 154567.0468999967,171570.3125 154508.6718999967,171506.84380000085 154458.1406000033,171489.15630000085 154369.7343999967,171466.42190000042 154321.7343999967,171458.84380000085 154382.3593999967,171350.21880000085 154441.9218999967,171257.8125 154163.5156000033,171144.0 154132.28130000085,171259.28130000085 154107.03130000085,171345.17190000042 154094.3906000033,171400.75 154076.71880000085,171431.0625 154038.8281000033,171489.15630000085 154013.28130000085,171519.34380000085 153983.78130000085,171564.70309999958 153890.1875,171701.6875 153974.9531000033,171716.53130000085 154018.2343999967,171723.53130000085 154088.0781000033,171746.8125 154136.0781000033,171655.875 154196.7031000033,171688.71880000085 154290.15630000085,171741.76559999958 154363.4218999967,171782.17190000042 154482.1406000033,171820.0625 154444.25,172148.45309999958 154516.90630000085,172186.59380000085 154754.2968999967,172053.42190000042",2942,2671,21018A3MJ,GULLEDELLE,21018A3,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
674,"154628.65630000085,170867.75 154651.3906000033,170852.59380000085 154691.8125,170852.59380000085 154737.375,170784.03130000085 154750.03130000085,170738.65630000085 154766.21880000085,170690.14059999958 154536.1875,170643.40630000085 154514.625,170744.04690000042 154321.625,170694.84380000085 154325.53130000085,170733.85940000042 154312.8906000033,170799.54690000042 154297.7343999967,170824.8125 154333.1093999967,170837.4375 154451.8281000033,170855.125 154588.2343999967,170882.90630000085 154628.65630000085,170867.75",2943,2672,21018A41-,EUROPE,21018A4,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
675,"154969.28130000085,170826.71880000085 155004.28130000085,170804.17190000042 154985.15630000085,170773.98440000042 154924.7343999967,170614.20309999958 154895.8281000033,170519.60940000042 154877.2968999967,170369.53130000085 154863.6718999967,170286.25 154806.7343999967,170299.39059999958 154834.53130000085,170430.73440000042 154718.3281000033,170433.26559999958 154718.3281000033,170483.78130000085 154685.4843999967,170496.42190000042 154624.8593999967,170504.0 154571.8125,170514.09380000085 154541.5,170526.73440000042 154496.03130000085,170536.82809999958 154442.9843999967,170567.14059999958 154392.46880000085,170562.09380000085 154357.0625,170545.23440000042 154288.90630000085,170529.25 154215.6406000033,170516.625 154107.03130000085,170504.0 154049.5468999967,170497.46880000085 154079.71880000085,170537.375 154133.59380000085,170626.6875 154148.0156000033,170650.59380000085 154321.625,170694.84380000085 154514.625,170744.04690000042 154536.1875,170643.40630000085 154766.21880000085,170690.14059999958 154750.03130000085,170738.65630000085 154737.375,170784.03130000085 154795.1406000033,170799.48440000042 154917.1718999967,170832.10940000042 154969.28130000085,170826.71880000085",2944,2673,21018A42-,VERVLOESEM,21018A4,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
676,"154647.59380000085,171029.42190000042 154723.375,171037.0 154795.1406000033,170799.48440000042 154737.375,170784.03130000085 154691.8125,170852.59380000085 154651.3906000033,170852.59380000085 154628.65630000085,170867.75 154588.2343999967,170882.90630000085 154451.8281000033,170855.125 154333.1093999967,170837.4375 154297.7343999967,170824.8125 154312.8906000033,170799.54690000042 154325.53130000085,170733.85940000042 154321.625,170694.84380000085 154148.0156000033,170650.59380000085 154133.59380000085,170626.6875 154085.5468999967,170668.1875 154047.65630000085,170711.125 154029.9843999967,170749.01559999958 154017.71880000085,170781.75 153998.40630000085,170823.89059999958 154014.7031000033,170875.32809999958 154083.03130000085,170875.32809999958 154184.0625,170885.4375 154252.2656000033,170900.59380000085 154277.53130000085,170918.26559999958 154317.9531000033,170938.48440000042 154355.84380000085,170958.6875 154383.625,170958.6875 154434.1406000033,171011.73440000042 154461.9375,171047.09380000085 154526.84380000085,171103.70309999958 154587.3281000033,171141.28130000085 154647.59380000085,171029.42190000042",2945,2674,21018A43-,ROODEBEEK,21018A4,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
677,"153587.3906000033,170051.51559999958 153609.4531000033,170022.82809999958 153859.7031000033,170045.98440000042 153893.9531000033,169874.0625 153895.3906000033,169867.6875 153794.7031000033,169858.70309999958 153713.0,169848.20309999958 153657.7968999967,169833.79690000042 153603.5,169821.09380000085 153579.6406000033,169814.60940000042 153543.2031000033,169804.70309999958 153481.40630000085,169790.79690000042 153410.2968999967,169782.40630000085 153355.0,169774.70309999958 153348.28130000085,169774.09380000085 153351.96880000085,169785.89059999958 153394.84380000085,169923.51559999958 153413.6093999967,169974.28130000085 153440.09380000085,170064.75 153457.8125,170111.35940000042 153645.875,170124.32809999958 153587.3906000033,170051.51559999958",2946,2675,21018A512,QUARTIER DES PEINTRES,21018A5,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
678,"153883.96880000085,171277.07809999958 153897.9531000033,171255.21880000085 153909.0468999967,171245.45309999958 153910.5156000033,171241.64059999958 153961.71880000085,171188.67190000042 154019.0156000033,171129.46880000085 154046.7031000033,171096.25 154091.875,171042.04690000042 154014.7031000033,170875.32809999958 153998.40630000085,170823.89059999958 153964.2031000033,170799.60940000042 153932.5156000033,170856.875 153921.40630000085,170874.45309999958 153860.46880000085,170890.35940000042 153803.0468999967,170921.28130000085 153628.15630000085,170962.79690000042 153649.9843999967,170999.60940000042 153650.40630000085,171000.85940000042 153659.8281000033,171029.09380000085 153641.5,171032.53130000085 153640.90630000085,171034.64059999958 153593.8593999967,171041.0625 153606.7031000033,171087.59380000085 153610.0156000033,171121.8125 153625.4531000033,171172.5625 153692.7968999967,171196.45309999958 153688.59380000085,171222.25 153722.4375,171227.45309999958 153724.7656000033,171229.9375 153782.1406000033,171253.10940000042 153813.03130000085,171296.14059999958 153873.96880000085,171310.64059999958 153883.96880000085,171277.07809999958",2947,2676,21018A60-,ROODEBEEK PARC,21018A6,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
679,"153427.53130000085,171069.125 153593.8593999967,171041.0625 153640.90630000085,171034.64059999958 153641.5,171032.53130000085 153659.8281000033,171029.09380000085 153650.40630000085,171000.85940000042 153649.9843999967,170999.60940000042 153628.15630000085,170962.79690000042 153803.0468999967,170921.28130000085 153860.46880000085,170890.35940000042 153921.40630000085,170874.45309999958 153932.5156000033,170856.875 153857.34380000085,170823.79690000042 153735.7968999967,170758.78130000085 153702.1406000033,170737.82809999958 153618.28130000085,170676.03130000085 153539.9531000033,170617.54690000042 153442.0156000033,170552.4375 153435.5,170595.4375 153433.9843999967,170605.48440000042 153387.3906000033,171079.15630000085 153427.53130000085,171069.125",2948,2677,21018A61-,HEYDENBERG-EST,21018A6,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
680,"153042.7343999967,171140.84380000085 153198.5781000033,171113.25 153361.3281000033,171085.67190000042 153387.3906000033,171079.15630000085 153433.9843999967,170605.48440000042 153435.5,170595.4375 153442.0156000033,170552.4375 153338.5781000033,170615.34380000085 153295.5468999967,170634.10940000042 153217.3593999967,170662.8125 153197.0781000033,170670.25 152940.25,170775.34380000085 152820.09380000085,170821.0625 152822.34380000085,170825.5625 152797.2343999967,170835.10940000042 152870.2968999967,170893.09380000085 152965.2031000033,170974.0 152943.7031000033,171044.40630000085 152913.48929999769,171132.95549999923 152913.28689999878,171134.28209999949 152912.12160000205,171141.92170000076 152943.42440000176,171148.80840000138 152961.5799999982,171149.59090000018 152978.95300000161,171149.59090000018 152979.32150000334,171153.73629999906 153042.7343999967,171140.84380000085",2949,2678,21018A62-,HEYDENBERG-OUEST,21018A6,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
681,"153663.8593999967,171732.85940000042 153660.2656000033,171730.79690000042 153701.6875,171667.0625 153731.3281000033,171620.32809999958 153774.5781000033,171545.29690000042 153808.125,171494.09380000085 153858.8906000033,171383.75 153883.09380000085,171312.8125 153873.96880000085,171310.64059999958 153813.03130000085,171296.14059999958 153782.1406000033,171253.10940000042 153724.7656000033,171229.9375 153722.4375,171227.45309999958 153688.59380000085,171222.25 153692.7968999967,171196.45309999958 153625.4531000033,171172.5625 153610.0156000033,171121.8125 153606.7031000033,171087.59380000085 153593.8593999967,171041.0625 153427.53130000085,171069.125 153387.3906000033,171079.15630000085 153361.3281000033,171085.67190000042 153198.5781000033,171113.25 153042.7343999967,171140.84380000085 152979.32150000334,171153.73629999906 152979.57909999788,171156.63410000131 152980.2052000016,171165.71189999953 152983.33540000021,171193.72789999843 153004.46480000019,171215.17029999942 153048.04379999638,171258.45479999855 153025.0,171301.90630000085 153222.7968999967,171446.5 153450.2968999967,171611.79690000042 153601.2968999967,171718.20309999958 153650.09380000085,171753.78130000085 153663.8593999967,171732.85940000042",2950,2679,21018A63-,CONSTELLATIONS,21018A6,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
682,"153983.78130000085,171564.70309999958 154013.28130000085,171519.34380000085 154038.8281000033,171489.15630000085 154076.71880000085,171431.0625 154094.3906000033,171400.75 154107.03130000085,171345.17190000042 154132.28130000085,171259.28130000085 154163.5156000033,171144.0 154046.7031000033,171096.25 154019.0156000033,171129.46880000085 153961.71880000085,171188.67190000042 153910.5156000033,171241.64059999958 153909.0468999967,171245.45309999958 153897.9531000033,171255.21880000085 153883.96880000085,171277.07809999958 153873.96880000085,171310.64059999958 153883.09380000085,171312.8125 153858.8906000033,171383.75 153808.125,171494.09380000085 153774.5781000033,171545.29690000042 153731.3281000033,171620.32809999958 153701.6875,171667.0625 153768.40630000085,171680.34380000085 153890.1875,171701.6875 153983.78130000085,171564.70309999958",2951,2680,21018A643,DEUX MAISONS,21018A6,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
683,"152508.6093999967,170585.59380000085 152580.8906000033,170379.79690000042 152585.0625,170367.89059999958 152600.4375,170309.78130000085 152614.09380000085,170245.92190000042 152668.78130000085,170099.60940000042 152696.125,170053.46880000085 152752.5156000033,169903.09380000085 152764.4843999967,169867.20309999958 152761.6875,169821.14059999958 152745.01129999757,169821.70960000157 152743.19330000132,169823.58819999918 152737.8246999979,169825.71059999987 152729.70949999988,169832.20279999822 152723.09250000119,169834.32519999892 152707.98569999635,169839.81859999895 152699.37110000104,169842.56529999897 152691.88009999692,169845.56170000136 152682.89100000262,169848.68290000036 152680.30269999802,169849.13969999924 152678.64609999955,169849.432 152659.91870000213,169851.9290000014 152649.7566,169853.92159999907 152624.09380000085,169842.5 152591.90630000085,169822.79690000042 152542.40630000085,169890.40630000085 152447.5,169940.59380000085 152382.2031000033,169979.40630000085 152346.3281000033,169990.01559999958 152284.5,170008.29690000042 152303.40630000085,170082.70309999958 152285.40630000085,170154.59380000085 152282.0,170173.40630000085 152268.09380000085,170250.40630000085 152199.40630000085,170362.29690000042 152428.2031000033,170541.40630000085 152502.3593999967,170601.89059999958 152508.6093999967,170585.59380000085",2952,2681,21018A72-,ROGATIONS,21018A7,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
684,"155706.0156000033,170802.4375 155724.8125,170778.64059999958 155783.2968999967,170751.28130000085 155824.03130000085,170733.03130000085 155866.8906000033,170713.82809999958 155927.4375,170688.76559999958 156031.8593999967,170640.73440000042 156119.5625,170605.23440000042 156159.25,170586.4375 156189.875,170562.25 156198.9218999967,170555.10940000042 156200.3281000033,170539.71880000085 156199.0625,170537.70309999958 156161.6093999967,170504.92190000042 156152.2343999967,170495.5625 156119.4843999967,170484.35940000042 156109.4843999967,170480.9375 156096.5468999967,170476.51559999958 156092.8281000033,170475.9375 156065.2656000033,170471.57809999958 155967.125,170490.375 155906.5625,170488.29690000042 155889.8593999967,170517.53130000085 155887.7656000033,170569.73440000042 155889.8593999967,170598.96880000085 155894.03130000085,170630.29690000042 155785.4375,170680.40630000085 155764.5625,170626.10940000042 155823.03130000085,170619.85940000042 155818.8593999967,170530.0625 155848.09380000085,170461.14059999958 155576.6093999967,170356.73440000042 155539.0156000033,170379.70309999958 155495.1718999967,170371.34380000085 155470.1093999967,170383.875 155388.2968999967,170440.96880000085 155402.53130000085,170454.76559999958 155487.03130000085,170548.14059999958 155638.5625,170711.70309999958 155642.90630000085,170716.39059999958 155645.65630000085,170719.46880000085 155705.6718999967,170786.60940000042 155700.0156000033,170806.40630000085 155701.6718999967,170807.95309999958 155706.0156000033,170802.4375",2953,2682,21018A81-,KAPELLEVELD-SUD,21018A8,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
685,"155705.6718999967,170786.60940000042 155645.65630000085,170719.46880000085 155642.90630000085,170716.39059999958 155638.5625,170711.70309999958 155487.03130000085,170548.14059999958 155402.53130000085,170454.76559999958 155388.2968999967,170440.96880000085 155349.875,170403.70309999958 155333.53130000085,170395.53130000085 155319.34380000085,170388.4375 155317.90630000085,170387.9375 155288.4218999967,170377.60940000042 155246.65630000085,170375.51559999958 155198.6406000033,170381.78130000085 155152.6875,170394.3125 155104.65630000085,170423.54690000042 155010.6875,170482.03130000085 154979.3593999967,170500.8125 154943.8593999967,170509.17190000042 154895.8281000033,170519.60940000042 154924.7343999967,170614.20309999958 154985.15630000085,170773.98440000042 155004.28130000085,170804.17190000042 155075.3125,170758.42190000042 155153.4843999967,170722.48440000042 155227.1718999967,170711.70309999958 155390.7031000033,170749.4375 155514.7031000033,170778.1875 155700.0156000033,170806.40630000085 155705.6718999967,170786.60940000042",2954,2683,21018A82-,MARIE LA MISERABLE,21018A8,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
686,"155528.1406000033,171167.32809999958 155523.78130000085,171145.59380000085 155496.65630000085,171097.71880000085 155474.8125,171067.875 155448.7968999967,171032.3125 155421.03130000085,171007.35940000042 155419.9843999967,171006.1875 155493.0781000033,170962.32809999958 155576.9531000033,170910.07809999958 155589.34380000085,170902.35940000042 155625.1093999967,170876.53130000085 155632.75,170871.15630000085 155710.625,170816.29690000042 155701.6718999967,170807.95309999958 155700.0156000033,170806.40630000085 155514.7031000033,170778.1875 155390.7031000033,170749.4375 155227.1718999967,170711.70309999958 155153.4843999967,170722.48440000042 155075.3125,170758.42190000042 155004.28130000085,170804.17190000042 155049.0625,170874.85940000042 155136.4531000033,171027.65630000085 155186.3906000033,171122.53130000085 155216.4531000033,171211.1875 155271.71880000085,171162.8125 155351.0781000033,171231.71880000085 155528.1406000033,171167.32809999958",2955,2684,21018A83-,KLAKKEDELLE,21018A8,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
687,"156111.21880000085,170960.25 156171.7656000033,171018.71880000085 156255.2968999967,170939.35940000042 156343.0156000033,170974.85940000042 156365.9843999967,170901.76559999958 156368.62409999967,170885.817299999 156339.63939999789,170879.40909999982 156230.13880000263,170856.97049999982 156254.8424,170810.39809999987 156251.59380000085,170809.20309999958 156406.77070000023,170563.11349999905 156396.77470000088,170564.34250000119 156379.84080000222,170566.98840000108 156367.03450000286,170568.99929999933 156354.7575000003,170567.62339999899 156336.87099999934,170555.24049999937 156327.87489999831,170551.43039999902 156316.42589999735,170546.55209999904 156316.39159999788,170546.046 156311.78769999743,170544.0615000017 156308.61259999871,170543.66459999979 156300.75419999659,170542.15650000051 156290.44399999827,170540.47630000114 156286.91610000283,170540.47630000114 156272.24000000209,170541.60520000011 156262.7853000015,170542.31080000103 156253.61270000041,170543.15749999881 156250.64930000156,170540.89959999919 156245.28689999878,170536.38390000165 156231.31650000066,170522.86030000076 156230.08250000328,170510.67550000176 156223.40630000085,170506.79690000042 156211.6875,170467.71880000085 156205.8593999967,170521.1875 156202.0156000033,170521.1875 156200.3281000033,170539.71880000085 156198.9218999967,170555.10940000042 156189.875,170562.25 156159.25,170586.4375 156119.5625,170605.23440000042 156031.8593999967,170640.73440000042 155927.4375,170688.76559999958 155866.8906000033,170713.82809999958 155824.03130000085,170733.03130000085 155783.2968999967,170751.28130000085 155724.8125,170778.64059999958 155706.0156000033,170802.4375 155701.6718999967,170807.95309999958 155710.625,170816.29690000042 155761.5625,170863.79690000042 155825.6718999967,170950.40630000085 155839.7343999967,170901.76559999958 156036.03130000085,171035.42190000042 156111.21880000085,170960.25",2956,2685,21018A84-,KAPELLEVELD-NORD-EST,21018A8,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
688,"155432.09380000085,171668.59380000085 155448.2968999967,171649.70309999958 155466.0,171635.5 155484.2031000033,171618.59380000085 155511.09380000085,171596.20309999958 155542.0,171574.79690000042 155569.7968999967,171549.79690000042 155587.7031000033,171537.79690000042 155614.1875,171537.79690000042 155645.09380000085,171537.79690000042 155710.7031000033,171508.09380000085 155751.40630000085,171485.40630000085 155778.90630000085,171474.29690000042 155799.7031000033,171472.90630000085 155815.40630000085,171476.5 155831.09380000085,171476.59380000085 155846.2968999967,171478.20309999958 155880.7968999967,171481.90630000085 155903.09380000085,171481.0 155944.2031000033,171483.20309999958 155980.2968999967,171478.20309999958 155996.5,171471.70309999958 156025.59380000085,171453.0 156046.90630000085,171443.0 156074.90630000085,171424.79690000042 156094.7031000033,171424.40630000085 156112.0,171418.79690000042 156125.7031000033,171412.79690000042 156146.5,171405.29690000042 156200.2968999967,171400.40630000085 156278.68819999695,171378.18219999969 156279.0,171378.09380000085 156302.90630000085,171383.59380000085 156326.7968999967,171377.59380000085 156344.59380000085,171362.40630000085 156367.0,171352.90630000085 156389.7968999967,171348.90630000085 156423.90630000085,171336.29690000042 156452.2968999967,171327.29690000042 156487.5,171306.09380000085 156513.40630000085,171287.40630000085 156513.85180000216,171185.64059999958 156490.7434,171179.8114 156495.84340000153,171156.22439999878 156496.709899999,171154.0581 156497.13329999894,171152.07200000063 156515.55830000341,171065.64979999885 156533.50919999927,171004.16800000146 156548.76749999821,170947.17379999906 156554.19210000336,170927.56179999933 156554.92890000343,170921.66739999875 156555.49909999967,170917.10599999875 156538.94600000232,170915.42410000041 156471.57859999686,170908.57930000126 156368.62409999967,170885.817299999 156365.9843999967,170901.76559999958 156343.0156000033,170974.85940000042 156255.2968999967,170939.35940000042 156171.7656000033,171018.71880000085 156111.21880000085,170960.25 156036.03130000085,171035.42190000042 155839.7343999967,170901.76559999958 155825.6718999967,170950.40630000085 155761.5625,170863.79690000042 155710.625,170816.29690000042 155632.75,170871.15630000085 155625.1093999967,170876.53130000085 155589.34380000085,170902.35940000042 155576.9531000033,170910.07809999958 155493.0781000033,170962.32809999958 155419.9843999967,171006.1875 155421.03130000085,171007.35940000042 155448.7968999967,171032.3125 155474.8125,171067.875 155496.65630000085,171097.71880000085 155523.78130000085,171145.59380000085 155528.1406000033,171167.32809999958 155351.0781000033,171231.71880000085 155271.71880000085,171162.8125 155216.4531000033,171211.1875 155253.7968999967,171321.26559999958 155304.2343999967,171461.07809999958 155424.125,171679.21880000085 155432.09380000085,171668.59380000085",2957,2686,21018A87-,SAINT-LUC,21018A8,21018,Woluwe-Saint-Lambert,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
689,"154450.65630000085,169963.04690000042 154479.2031000033,169959.90630000085 154523.40630000085,169952.70309999958 154545.2031000033,169945.5 154566.5,169931.79690000042 154594.7968999967,169918.0 154593.2031000033,169860.0 154594.0,169801.09380000085 154591.7968999967,169748.79690000042 154592.2031000033,169708.09380000085 154603.5781000033,169705.6875 154586.9218999967,169696.65630000085 154585.8593999967,169697.71880000085 154497.7656000033,169636.15630000085 154451.3593999967,169633.78130000085 154390.65630000085,169487.40630000085 154377.3125,169448.48440000042 154263.3906000033,169393.79690000042 154235.6718999967,169367.73440000042 154224.65630000085,169373.15630000085 154171.6875,169385.0625 154141.90630000085,169390.39059999958 154134.7968999967,169554.04690000042 154103.8593999967,169563.57809999958 154064.59380000085,169715.89059999958 154111.0,169721.84380000085 154174.0781000033,169723.03130000085 154212.75,169725.42190000042 154290.1093999967,169727.79690000042 154318.6718999967,169732.5625 154368.6406000033,169758.73440000042 154370.3906000033,169767.96880000085 154379.8593999967,169778.29690000042 154391.0156000033,169822.96880000085 154401.4843999967,169883.95309999958 154424.2031000033,169883.90630000085 154428.6406000033,169891.54690000042 154433.90630000085,169900.59380000085 154439.0,169932.09380000085 154441.2031000033,169964.09380000085 154450.65630000085,169963.04690000042",2958,2687,21019A001,CENTRE,21019A0,21019,Woluwe-Saint-Pierre,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
690,"154668.0156000033,169692.04690000042 154694.2031000033,169686.5 154681.7031000033,169587.29690000042 154667.40630000085,169495.70309999958 154653.90630000085,169449.40630000085 154637.2031000033,169417.90630000085 154625.7031000033,169396.0 154703.0,169359.20309999958 154771.59380000085,169334.09380000085 154866.59380000085,169304.5 154896.63729999959,169294.38430000097 154897.78079999983,169291.77079999819 154907.3145999983,169288.82490000129 154908.85710000247,169289.01779999956 154930.45279999822,169278.9912 154935.73640000075,169275.87889999896 154933.53130000085,169273.32809999958 154937.1093999967,169270.78130000085 154860.6875,169216.59380000085 154808.4843999967,169169.84380000085 154778.09380000085,169137.90630000085 154707.9843999967,169049.85940000042 154681.9531000033,169020.40630000085 154584.09380000085,168909.625 154567.3906000033,168874.70309999958 154501.34380000085,169024.46880000085 154432.90630000085,169183.9375 154396.0156000033,169247.01559999958 154354.3593999967,169297.0 154297.25,169337.45309999958 154254.0156000033,169358.71880000085 154235.6718999967,169367.73440000042 154263.3906000033,169393.79690000042 154377.3125,169448.48440000042 154390.65630000085,169487.40630000085 154451.3593999967,169633.78130000085 154497.7656000033,169636.15630000085 154585.8593999967,169697.71880000085 154586.9218999967,169696.65630000085 154603.5781000033,169705.6875 154668.0156000033,169692.04690000042",2959,2688,21019A01-,BOULEVARD DE LA WOLUWE,21019A0,21019,Woluwe-Saint-Pierre,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
691,"153827.59380000085,169516.03130000085 153926.09380000085,169536.34380000085 153975.125,169547.76559999958 154019.5,169384.03130000085 153860.09380000085,169344.4375 153795.1093999967,169338.34380000085 153699.9843999967,169337.42190000042 153587.4531000033,169380.98440000042 153437.3593999967,169432.75 153484.40630000085,169487.60940000042 153600.4531000033,169622.5 153807.28130000085,169665.29690000042 153827.59380000085,169516.03130000085",2960,2689,21019A02-,CLOS DU SOLEIL,21019A0,21019,Woluwe-Saint-Pierre,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
692,"153918.40630000085,169765.73440000042 153932.75,169710.5625 153943.2343999967,169677.45309999958 153959.78130000085,169616.76559999958 153975.125,169547.76559999958 153926.09380000085,169536.34380000085 153827.59380000085,169516.03130000085 153807.28130000085,169665.29690000042 153600.4531000033,169622.5 153579.6406000033,169814.60940000042 153603.5,169821.09380000085 153657.7968999967,169833.79690000042 153713.0,169848.20309999958 153794.7031000033,169858.70309999958 153895.3906000033,169867.6875 153918.40630000085,169765.73440000042",2961,2690,21019A03-,CAPITAINE PIRET (AVENUE),21019A0,21019,Woluwe-Saint-Pierre,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
